"sku","product_name","product_url","price","oem_no","fitment_raw","description","uom","finish","manufacturer","origin","catalog_pages","replacement_items","tech_note","extra_attributes","source","error"
"18-3123","Clutch Hub Stud Set","https://www2.vtwinmfg.com/clutch-hub-stud-set.html","$38.21","37584-67","XL 1967-1970","Clutch hub stud set. Set of six.","1 - SET","","Eastern","USA","855","","","","product_page",""
"23-9114","","","","","","","","","","","","","","","not_found",""
"18-3128","4-Speed Clutch Release Arm","https://www2.vtwinmfg.com/4-speed-clutch-release-arm.html","$50.62","","FX 1973-1978 | FL 1968-1978","4-speed clutch release arm features a zinc plated finish.","1 - EA","","V-Twin","Imported","","","","","product_page",""
"18-3153","3-Stud Clutch Hub","https://www2.vtwinmfg.com/3-stud-clutch-hub-1.html","$138.80","","FL 1946-1984 | UL 1941-1948 | FX 1971-1984 | FXR 1982-1984","3-stud clutch hub.","1 - EA","","York","Imported","561","12-4590 - Clutch Hub Roller Bearing Set Standard 13-0138 - Clutch Hub Bearing Plate Spring 18-1125 - Clutch Hub Lining Disc with Rivets 18-3111 - Outer Clutch Pressure Plate Black","","","product_page",""
"18-3154","5-Stud Clutch Hub","https://www2.vtwinmfg.com/5-stud-clutch-hub-1.html","$165.80","37550-41B","FL 1941-1984 | FLT 1979-1984 Early 1984 | FX 1971-1984 | EL 1938-1940 | FXWG 1980-1983 | FXR 1982-1984 Early 1984","Assembly includes rollers with cage, hub liner which is riveted in place, retainer plate with retainer spring and outer plate with nuts. The 5 studs will allow for a more accurate adjustment of the clutch.","1 - EA","","Motorshop","Imported","561","18-3150 - 5-Stud Clutch Hub 18-3613 - Clutch Hub Bearing Retainer Plate 18-3112 - Outer Clutch Pressure Plate Black","","","product_page",""
"18-3155","Primary Chain Tensioner Kit","https://www2.vtwinmfg.com/primary-chain-tensioner-kit-1.html","$43.98","39975-54A","XL 1957-1969 | XLCH 1958-1969","Primary chain tensioner kit includes pad, clip, and brace.","1 - SET","","York","Imported","901","","","","product_page",""
"18-3156","Primary Chain Tensioner Kit","https://www2.vtwinmfg.com/sportster_1952_up/k_model_sportster/k_model.html/primary-chain-tensioner-kit-2.html","$47.43","39975-52B","K 1952-1956 | XLCH 1970-1979 | XL 1957-1970 | XLH 1967-1979","Primary chain tensioner includes pad and clip","1 - SET","","York","Imported","901","18-3228 - Primary Chain Adjuster Brace","","","product_page",""
"18-3161","Clutch Hub Assembly","https://www2.vtwinmfg.com/clutch-hub-assembly-3.html","$165.95","","XLH 1967-1970 | XLCH 1970-1970","Clutch hub with studs. Studs are not stock thread, requires the use of XLCH clutch hub nut set available separately. Seals also available separately.","1 - EA","","York","Imported","896","","Required use of #18-3164 Clutch Hub Nut Set.","","product_page",""
"18-3162","1970-1980 XL Kick Clutch Drum","https://www2.vtwinmfg.com/clutch-drum-with-ratchet-plate-2.html","$322.16","37701-71A","XL 1970-1980","Kick clutch drum with 9 tooth ratchet plate. For use with kick starter models only.","1 - EA","","York","Imported","895","","","","product_page",""
"18-3165","1971-1980 XL Clutch Drum Assembly","https://www2.vtwinmfg.com/clutch-drum-assembly-with-ratchet-plate.html","$294.16","37701-71A","XL 1971-1980","Clutch drum assembly with 9 tooth ratchet plate. For use with kick starter models only. Clutch drum includes 9 tooth ratchet plate that is riveted in place, and bearing and snap ring installed.","1 - KIT","","Motorshop","Imported","895","18-3162 - 1970-1980 XL Kick Clutch Drum 12-0329 - Clutch Hub Bearing 12-0909 - Transmission Main Bearing Snap Ring 18-3260 - Clutch Drum Retainer","","","product_page",""
"18-3166","1971-1980 XL Clutch Drum with Ring Gear","https://www2.vtwinmfg.com/clutch-assembly-with-ratchet-plate-and-ring-gear.html","$347.29","37716-71","XL 1971-1980","Clutch assembly with 9 tooth ratchet plate and ring gear. For use with kick starter and electric models. Clutch drums include 9 tooth ratchet plate that is riveted in place, and bearing and snap ring installed.","1 - KIT","","Motorshop","Imported","895","18-0001 - XL Kick Clutch Drum with Ring Gear 18-3260 - Clutch Drum Retainer","","","product_page",""
"18-3168","1981-1984 XL Clutch Drum Assembly","https://www2.vtwinmfg.com/clutch-drum-assembly-3.html","$331.69","37716-81K","XL 1981-1984","Clutch drum assembly comes with the ratchet gear riveted on and the starter ring gear welded on. Clutch drum features a 78 tooth clutch drum starter ring gear welded on and a kick starter 9 tooth ratchet plate that is riveted into place.","1 - KIT","","Motorshop","Imported","895","18-0833 - Clutch Drum Starter Ring Gear 18-3162 - 1970-1980 XL Kick Clutch Drum 12-0329 - Clutch Hub Bearing 18-3260 - Clutch Drum Retainer","","","product_page",""
"18-3169","Clutch Pressure Plate Assembly","https://www2.vtwinmfg.com/clutch-pressure-plate-assembly.html","$115.59","37912-91","XL 1991-UP","Clutch pressure plate assembly includes bearing, snap ring, collar and adjusting screw, installed.","1 - KIT","","Motorshop","Imported","894","18-8255 - Clutch Pressure Plate 18-3206 - Clutch Adjuster Screw 12-0353 - Clutch Ramp Bearing 12-0961 - Clutch Adjuster Screw Snap Ring","","","product_page",""
"18-3170","Clutch Drum Assembly with Sprocket and Hub","https://www2.vtwinmfg.com/clutch-drum-assembly-with-sprocket-and-hub.html","$474.10","36790-04","XL 2004-UP","Clutch drum assembly with sprocket and hub includes installed sealed ball bearing, clutch hub and retaining ring , completely assembled.","1 - KIT","","Motorshop","Imported","894","18-0792 - Clutch Drum with Sprocket 18-8327 - Replica Clutch Hub 18-8258 - Clutch Retaining Ring External","","","product_page",""
"18-3171","Replica Clutch Drum Assembly","https://www2.vtwinmfg.com/replica-clutch-drum-assembly.html","$408.52","36790-91","XL 1991-2003","Replica clutch drum assembly includes bearing, starter ring, clutch hub and retaining ring, completely assembled.","1 - KIT","","Motorshop","Imported","894","18-8326 - Replica Clutch Drum 18-8327 - Replica Clutch Hub 18-8258 - Clutch Retaining Ring External","","","product_page",""
"18-3203","Clutch Wafer Throw Out Bearing Kit","https://www2.vtwinmfg.com/clutch-wafer-throw-out-bearing-kit.html","$53.91","","FL 1941-1964","Clutch wafer throw out bearing kit includes bearing, thrust washers, oil slinger, snap ring, and 13-5/16"" clutch pushrod","1 - KIT","","York","Imported","554","","","","product_page",""
"18-3204","Clutch Wafer Throw Out Bearing Kit","https://www2.vtwinmfg.com/clutch-wafer-throw-out-bearing-kit-1.html","$55.53","","FL 1965-1969","Clutch wafer throw out bearing kit includes bearing, thrust washers, oil slinger, snap ring, pushrod arm, pushrod, and spacers.","1 - KIT","","York","Imported","554","18-3265 - FL Clutch Pushrod","","{""Measurements"": ""Length of Rod: 13.44\""""}","product_page",""
"18-3206","Clutch Adjuster Screw","https://www2.vtwinmfg.com/clutch-adjuster-screw-3.html","$13.62","11735-B","XL 1985-1993","Clutch adjusting screw.","1 - EA","","York","Imported","894","","","","product_page",""
"18-3208","Clutch Release Disc","https://www2.vtwinmfg.com/clutch-release-disc.html","$73.92","37878-74","XL 1971-1983","Clutch release disc. Order bearing separately.","1 - EA","","York","Imported","895","","Order #12-0341 bearing","","product_page",""
"18-3211","Clutch Release Coupling","https://www2.vtwinmfg.com/clutch-release-coupling.html","$17.25","34920-86","FLT 1987-1999 | FLST 1987-1999 | FXD 1991-1999 | FXST 1987-1999 | XL 1994-UP 5-speed | FXR 1987-1994","Clutch release coupling.","1 - EA","","York","Imported","208","","","","product_page",""
"18-3212","Clutch Release Kit","https://www2.vtwinmfg.com/clutch-release-kit-1.html","$43.04","","FLT 1987-1999 | FLST 1987-1999 | FXD 1991-1999 | FXST 1987-1999 | FXR 1987-1994","Clutch release kit includes inner and outer ramps, 3/8"" balls bearings, retaining ring, cable coupling, and cover gasket.","1 - KIT","","York","Imported","38","12-0158 - 3/8"" Ball Bearings 12-0951 - Clutch Release Retaining Ring 18-3210 - Clutch Release Ramp 18-3211 - Clutch Release Coupling 15-0240 - V-Twin Clutch Release Cover Gasket 15-1504 - V-Twin Transmission Cover Gasket","","","product_page",""
"18-3216","Clutch Spring Center Plate","https://www2.vtwinmfg.com/clutch-spring-center-plate.html","$51.54","36789-84","XL 1984-1990","Clutch spring center plate.","1 - EA","","York","Imported","894","","","","product_page",""
"18-3217","Chain Tensioner Hardware Kit","https://www2.vtwinmfg.com/chain-tensioner-hardware-kit.html","$40.95","","FL 1965-1984 | FXR 1984-1994 | FXD 1991-2000 | FXST 1984-2000 | FX 1971-1984 | FLST 1986-2000 | FLT 1984-2000","Chain tensioner hardware kit includes hex bolt, locks, plate , and bolt.","1 - KIT","","York","USA","225","","","","product_page",""
"18-3218","Primary Chain Adjuster Shoe Mount Bracket","https://www2.vtwinmfg.com/primary-chain-adjuster-shoe-mount-bracket.html","$35.52","39990-65","FL 1965-1984 | FXR 1984-1994 | FXD 1991-2000 | FXST 1984-2000 | FX 1971-1984 | FLST 1986-2000 | FLT 1984-2000","Primary chain adjuster shoe mount bracket features a serrated machined back.","1 - EA","","York","Imported","225","","","","product_page",""
"18-3220","Primary Chain Adjuster Shoe Kit","https://www2.vtwinmfg.com/primary-chain-adjuster-shoe-kit.html","$49.92","","XL 1977-1985","Kit includes primary chain adjuster shoe stud, spring, screw , shoe carrier, chain pad, and hardware.","1 - KIT","","York","Imported","901","18-3221 - Primary Chain Adjuster Screw 18-3222 - Primary Chain Shoe Carrier 12-1186 - Primary Chain Shoe Stud Adjuster 13-9163 - Primary Chain Adjuster Spring 37-0588 - Footpeg Seal Washers Copper","","","product_page",""
"18-3221","Primary Chain Adjuster Screw","https://www2.vtwinmfg.com/primary-chain-adjuster-screw.html","$12.47","3250","XL 1977-1990","Primary Chain Adjuster Screw","1 - EA","","V-Twin","USA","901","","","","product_page",""
"18-3222","Primary Chain Shoe Carrier","https://www2.vtwinmfg.com/primary-chain-shoe-carrier.html","$25.39","39973-86","XL 1977-1990","Primary Chain Shoe Carrier","1 - EA","","V-Twin","USA","901","","","","product_page",""
"18-3224","Clutch Drum without Starter Gear","https://www2.vtwinmfg.com/clutch-drum-without-starter-gear.html","$194.30","37695-41","WL 1941-1952 | G 1941-1962","Clutch drum without starter ring gear features a raw oiled finish. Features two rows of 59 teeth.","1 - EA","","York","Imported","825","","","","product_page",""
"18-3230","Barnett Clutch Plate Set Friction","https://www2.vtwinmfg.com/barnett-clutch-plate-set-friction.html","$130.11","37911-90","FXD 1990-1997 | FXST 1990-1997 | XL 1990-2020 | FLT 1990-1997 | FLST 1990-1997 | FXR 1990-1994","Contains 8 friction plates. Kevlar is the most durable friction material made. Offers smooth precise shifting. Series K clutches perform flawlessly under extreme heat conditions.","1 - SET","","Barnett","USA","215","","","{""Measurements"": ""Inner Diameter: 4-9/16\"" Outer Diameter: 5-13/16\"""", ""Inner Diameter: 4-9/16\"""": ""Outer Diameter: 5-13/16\""""}","product_page",""
"18-3231","Barnett Clutch Plate Set Steel","https://www2.vtwinmfg.com/barnett-clutch-plate-set-steel.html","$56.53","37913-90","FXST 1990-1997 | FLT 1990-1997 | FLST 1990-1997 | XL 1991-2020 | FXR 1990-1994 | FXD 1991-1997","Barnett 6 steel drive clutch plates.","6 - SET","","Barnett","USA","215","","","","product_page",""
"18-3232","E-Z Pull Clutch Assist","https://www2.vtwinmfg.com/e-z-pull-clutch-assist.html","$31.56","","FLT 1987-1999 | FLST 1987-1999 | FXD 1991-1999 | FXST 1987-1999","E-Z Pull clutch assist reduces manual effort required to pull the clutch lever by 40%. Mechanism fits inside transmission side cover and extends clutch operating mechanism for improved leverage. Clutch assist is pull arm with spacer.","1 - EA","","V-Twin","Imported","221","","","","product_page",""
"18-3233","Barnett Extra Clutch Plate Set","https://www2.vtwinmfg.com/barnett-extra-clutch-plate-set.html","$198.36","","FLT 1991-1997 | FXR 1991-1994 | FXST 1991-1997 | XL 1991-2020 | FLST 1991-1997 | FXD 1991-1997","Kit consists of 9 Kevlar friction plates and 8 steel plates. Kevlar is the most durable friction material made. Offers smooth precise shifting and adds 12% more surface area. Series K clutches perform flawlessly under extreme heat conditions. The double riveted drive plate is not used.","1 - KIT","","Barnett","USA","218","","","","product_page",""
"18-3249","Primary Chain Adjuster Kit","https://www2.vtwinmfg.com/primary-chain-adjuster-kit.html","$50.67","39975-86","XL 1986-1990","Kit includes primary chain pad, adjuster shoe pivot stud, adjuster screw, primary chain shoe carrier, adjuster spring, and hardware.","1 - KIT","","York","USA","901","18-3221 - Primary Chain Adjuster Screw 28-0226 - Nylon Primary Chain Pad 18-3222 - Primary Chain Shoe Carrier 12-2121 - Primary Chain Adjuster Shoe Pivot Stud 13-9164 - Primary Chain Adjuster Spring","","","product_page",""
"18-3256","Clutch Throw Out Bearing Kit","https://www2.vtwinmfg.com/clutch-throw-out-bearing-kit.html","$31.56","","FL 1975-1984 4-speed | FX 1975-1984 4-speed","Kit includes 24mm ""larger"" thrust washer set and wafer bearing, oil slinger, clutch finger, snap ring and brass spacer for clutch pushrod. Stock bearing is 17mm. Order pushrod separately.","1 - KIT","","York","Imported","566","","Suggested to use with #18-3724 clutch release thrust washer Suggested to use #18-3120 pushrod","","product_page",""
"18-3260","Clutch Drum Retainer","https://www2.vtwinmfg.com/clutch-drum-retainer.html","$28.33","11053","XL 1971-1983","Clutch drum retainer.","10 - PK","","Eastern","USA","895","","","","product_page",""
"18-3267","Heavy Duty Clutch Spring","https://www2.vtwinmfg.com/heavy-duty-clutch-spring.html","$43.44","37871-90","FLT 1991-1997 | XL 1990-UP | FXR 1991-1994 | FXST 1991-1997 | FLST 1991-1997 | FXD 1991-1997","Clutch Spring is 2.9mm thick and 25% heavier.","1 - EA","","York","Imported","215","","","{""Measurements"": ""Outer Diameter: 5.215\""""}","product_page",""
"18-3268","Clutch Release Kit","https://www2.vtwinmfg.com/clutch-release-kit-2.html","$43.98","","FLST 2000-UP | FXST 2000-UP | FXD 2000-2017 | FLT 2000-UP","Clutch release kit includes cable coupling, 3/8"" ball bearin gs, retaining ring, inner and outer ramp, and cover gasket.","1 - KIT","","York","Imported","38","12-0158 - 3/8"" Ball Bearings 12-0951 - Clutch Release Retaining Ring 18-3211 - Clutch Release Coupling 15-0240 - V-Twin Clutch Release Cover Gasket 15-1504 - V-Twin Transmission Cover Gasket","","","product_page",""
"18-3269","E-Z Pull Clutch Assist","https://www2.vtwinmfg.com/e-z-pull-clutch-assist-1.html","$29.15","","FLST 2000-2017 | FXST 2000-2017 | FXD 2000-2017 | FLT 2000-2013","E-Z pull clutch assist reduces manual effort required to pull the clutch lever by 40%. Mechanism fits inside transmission side cover and extends clutch operating mechanism for improved leverage. Clutch assist is pull arm with spacer.","1 - KIT","","V-Twin","Imported","221","","","","product_page",""
"18-3273","Barnett Kevlar Clutch Kit","https://www2.vtwinmfg.com/barnett-kevlar-clutch-kit.html","$248.31","","FLSL 2018-UP | FLHC 2018-UP | FLHRC 2017-UP | FLHTKL 2017-UP | FLFB 2018-UP | FLHXS 2017-UP | FLTRX 2017-UP | FXBR 2018-UP | FLTRU 2017-UP | FLHTCU 2017-UP | FXBB 2018-UP | FLHTK 2017-UP | FLHR 2017-UP | FXFB 2018-UP | FLHX 2017-UP | FLDE 2018-UP | FLSB 2018-UP | FLTRXS 2017-UP | FXLR 2018-UP","Barnett Kevlar clutch kit includes steel drive plates.","1 - KIT","","Barnett","USA","38","","","","product_page",""
"18-3600","Clutch Cable Bracket Chrome","https://www2.vtwinmfg.com/clutch-cable-bracket-chrome.html","$33.89","62576-65A","FX 1971-1978 | FL 1965-1978","Chrome clutch cable bracket.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3601","Short Mount Clutch Eliminator Bracket","https://www2.vtwinmfg.com/short-mount-clutch-eliminator-bracket.html","$36.09","","Custom application","Chrome short mount eliminator bracket is bent down.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3603","Replica Clutch Release Arm Chrome","https://www2.vtwinmfg.com/replica-clutch-release-arm-chrome.html","$61.92","37051-36","FL 1941-1964 | UL 1936-1948","Replica chrome clutch release arm is for a ratchet top and jockey transmission. Arm is manufactured to meet OEM specifications for long lasting durability and performance.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3607","Clutch Throw Out Bearing Kit","https://www2.vtwinmfg.com/clutch-throw-out-bearing-kit-1.html","$55.53","37305-70","FX 1970-1984 | FL 1970-1984","Clutch throw out bearing kit includes bearing, thrust washers, oil slinger, snap ring, and clutch pushrod.","1 - KIT","","York","Imported","554","18-3256 - Clutch Throw Out Bearing Kit","","","product_page",""
"18-3609","Clutch Throw Out Bearing Conversion Kit","https://www2.vtwinmfg.com/clutch-throw-out-bearing-conversion-kit.html","$91.75","","FX 1971-1984 | FL 1970-1984","Kit includes clutch pushrod, gasket, throw out bearing and gear. Converts late bearings to old style heavy duty throw out bearings.","1 - KIT","","York","Imported","566","17-0403 - Kick Starter Gear 12-0206 - Kick Starter Clutch Gear Key 18-3121 - Clutch Throw Out Bearing 15-0158 - Transmission Side Cover Gasket","","{""Measurements"": ""Overall Length: 14\""""}","product_page",""
"18-3612","Clutch Hub Roller Retainer Kit","https://www2.vtwinmfg.com/clutch-hub-roller-retainer-kit.html","$28.59","37567-41A","FL 1941-1984 | FX 1971-1984","3 finger clutch hub roller retainer kit includes roller bearing set and cage.","1 - KIT","","York","Imported","561","","","","product_page",""
"18-3613","Clutch Hub Bearing Retainer Plate","https://www2.vtwinmfg.com/clutch-hub-bearing-retainer-plate.html","$10.76","37576-41","UL 1941-1948 | FL 1941-1984 | FX 1971-1984","Clutch hub bearing retainer plate.","1 - EA","","Eastern","Imported","561","","","","product_page",""
"18-3614","Foot Clutch Pull Rod Chrome","https://www2.vtwinmfg.com/foot-clutch-pull-rod-chrome.html","$32.64","36917-36","EL 1936-1940 | FL 1941-1951 | UL 1938-1948","Chrome 18.5"" foot clutch pull lever rod. *NOTE: Threads on the rods and ends are 10/32"" N.F.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3616","Foot Clutch Lever Rod Chrome","https://www2.vtwinmfg.com/clutch-mousetrap-rod-chrome-1.html","$20.28","36917-65","FL 1965-1978","Chrome 16-1/2"" foot clutch lever rod with 10/32"" NF thread. *NOTE: Threads on the rods and ends are 10/32"" N.F.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3617","Foot Clutch Pull Rod End Chrome","https://www2.vtwinmfg.com/foot-clutch-pull-rod-end-chrome.html","$24.76","36916-36","EL 1936-1940 | FL 1941-1951 | UL 1938-1948","Chrome foot clutch pull lever rod end has 10-32 TPI. *NOTE: Threads on the rods and ends are 10/32"" N.F.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3618","Clutch Adjuster Screw Kit","https://www2.vtwinmfg.com/clutch-adjuster-screw-kit-1.html","$20.87","38130-71","XL 1971-1984","Clutch adjusting screw kit includes lock washer and adjuster nut.","1 - KIT","","York","Imported","895","18-1213 - Clutch Adjuster Screw 12-0513 - Clutch Adjuster Screw Nut 12-0903 - Clutch Adjuster Screw Snap Ring","","","product_page",""
"18-3619","Clutch Adjuster Kit","https://www2.vtwinmfg.com/clutch-adjuster-kit.html","$43.98","37203-71A","XL 1971-1984","Clutch adjusting kit includes the following items adjuster screw nut, adjuster screw, washer, snap ring, 5/16"" ball bearings cable coupling end, internal washer and inner and outer ramp assembly. Order large washer separately.","1 - SET","","York","Imported","894","18-1213 - Clutch Adjuster Screw 12-0903 - Clutch Adjuster Screw Snap Ring 12-0157 - 5/16"" Ball Bearings 18-3650 - Clutch Cable Coupling End","Suggested to use 18-3655 large washer","","product_page",""
"18-3622","Chain Tensioner Nut and Anchor Plate Kit","https://www2.vtwinmfg.com/chain-tensioner-nut-and-anchor-plate-kit.html","$37.50","39998-65","FL 1965-1984 | FXR 1984-1994 | FXD 1991-2000 | FXST 1984-2000 | FX 1971-1984 | FLST 1986-2000 | FLT 1984-2000","Chain tensioner nut and anchor plate kit includes screws.","1 - EA","","York","Imported","225","","","","product_page",""
"23-9115","","","","","","","","","","","","","","","not_found",""
"18-3626","Clutch Release Arm Parkerized","https://www2.vtwinmfg.com/clutch-release-arm-parkerized.html","$75.22","37051-36","UL 1941-1948 | FL 1941-1964","Clutch release arm with a parkerized finish is for use with ratchet or jockey top transmissions.","1 - EA","","York","Imported","564","","","","product_page",""
"18-3627","Clutch Release Arm Chrome","https://www2.vtwinmfg.com/clutch-release-arm-chrome.html","$49.92","37053-68","FX 1971-1978 | FL 1968-1978","Clutch release arm with a chrome finish.","1 - EA","","York","Imported","564","","","{""Measurements"": ""Mt hole to Mt hole: 6-5/8\""""}","product_page",""
"18-3635","Clutch Releasing Disc","https://www2.vtwinmfg.com/clutch-releasing-disc-1.html","$28.79","37876-52","K 1952-1956 | XL 1957-1970","Clutch releasing disc.","1 - EA","","York","Imported","896","","","","product_page",""
"18-3637","Clutch Cover","https://www2.vtwinmfg.com/clutch-cover.html","$28.78","37760-52","XLH 1957-1970 | XLCH 1957-1970 | KH 1952-1956","Clutch Cover","1 - EA","","York","Imported","896","","","","product_page",""
"18-3638","Clutch Hub 3-Stud Parts Kit","https://www2.vtwinmfg.com/clutch-hub-3-stud-parts-kit-1.html","$59.24","","UL 1941-1948 | FL 1941-1984 | FX 1971-1984","Clutch hub hardware kit includes 20 rollers with cage, liner with rivets, retainer springs, outer pressure plate, and 3 adjusting nuts.","1 - KIT","","York","USA","563","18-1125 - Clutch Hub Lining Disc with Rivets 18-3611 - Clutch Hub 3-Stud Parts Kit 18-3612 - Clutch Hub Roller Retainer Kit 17-0121 - Clutch Hub Nut and Seal Kit","","","product_page",""
"18-3640","62 Tooth Clutch Drum Starter Ring Gear Welded-On","https://www2.vtwinmfg.com/62-tooth-clutch-drum-starter-ring-gear-weld-on.html","$52.08","33162-67","XL 1967-1980","62 tooth clutch drum starter ring gear is weld-on type. Replacement ring gear for stock clutch drums. Bevel edge is for welding (outside) teeth side. Starter ring gear installs with beveled side of the teeth towards the starter gear to help engage the starter drive.                                                                                                                                                                                                                                                                                                                                                                                                *NOTE: Your existing clutch drum must have the OEM Ring gear welded in placed, V-Twin motor shop offers this service.","1 - EA","","York","Imported","895","","Suggested to use with #32-1642 XL York Electric Start Kit.","{""Measurements"": ""Inner Diameter: 6-1/2\"" Outer Diameter: 7-7/8\"" Thickness: 3/8\"""", ""Inner Diameter: 6-1/2\"""": ""Outer Diameter: 7-7/8\""""}","product_page",""
"18-3646","78 Tooth Clutch Drum Starter Ring Gear Weld-On","https://www2.vtwinmfg.com/78-tooth-clutch-drum-starter-ring-gear-weld-on-1.html","$85.39","","XL 1984-1990","Clutch drum starter ring gear is 78 tooth weld-on type. Replacement ring gear for stock clutch drums. Bevel edge is for welding (outside) teeth side.","1 - EA","","York","Imported","894","","","{""Measurements"": ""Inner Diameter: 6-3/4\"" Outer Diameter: 8\"" Thickness: 1/4\"""", ""Inner Diameter: 6-3/4\"""": ""Outer Diameter: 8\""""}","product_page",""
"18-3649","Clutch Pack with Kevlar Fiber","https://www2.vtwinmfg.com/clutch-pack-with-kevlar-fiber.html","$159.67","","FX 1971-1984 | FL 1968-1984","Kevlar fiber type 5 piece clutch set, 4 steel clutch plates, clutch spring, and clutch hub lining disc with rivets.","1 - KIT","","York","Imported","565","18-0150 - Kevlar Clutch Fiber Plate Set 18-8288 - Red Eagle Steel Clutch Plate 13-0136 - Clutch Spring Set 18-1125 - Clutch Hub Lining Disc with Rivets","","","product_page",""
"18-3652","Barnett Steel Drive Clutch Plate","https://www2.vtwinmfg.com/barnett-steel-drive-clutch-plate.html","$21.99","37975-81","FL 1941-1984 | FX 1971-1984","Barnett steel drive clutch plate.","1 - EA","","Barnett","USA","561","","","","product_page",""
"18-3656","Clutch Release Arm Zinc","https://www2.vtwinmfg.com/clutch-release-lever-1.html","$64.23","37052-65","FL 1965-1969 for mousetrap or police jockey clutch","Clutch release arm features a zinc finish and is for use with ratchet top transmission, electric start inner primary, and mouse trap. *NOTE: When using a rocker foot clutch 16-1/2"" long pull rods are required, for 1965-1967 FL with mousetrap and 1965-1977 with rocker clutch.","1 - EA","","York","Imported","564","","Suggested to use with #18-1223 Foot Clutch Lever Rod        Cadmium. Suggested to use with #18-3614 Foot Clutch Pull Rod Chrome.","","product_page",""
"18-3659","Clutch Bearing Guide","https://www2.vtwinmfg.com/clutch-bearing-guide.html","$33.26","36730-84","XL 1984-1990","Clutch bearing guide.","1 - EA","","York","Imported","894","","","","product_page",""
"18-3660","Clutch Pressure Plate Retainer Ring","https://www2.vtwinmfg.com/clutch-pressure-plate-retainer-ring.html","$26.21","36797-84","XL 1984-1990","Clutch retainer ring for pressure plate.","10 - PK","","Eastern","USA","894","","","","product_page",""
"18-3665","Kevlar Clutch Plate Set","https://www2.vtwinmfg.com/kevlar-clutch-plate-set.html","$121.71","36788-84","XL 1984-1990","Kevlar clutch plates are a 7 piece set.","7 - SET","","Barnett","USA","894","","","","product_page",""
"18-3669","York Police Clutch Pack Kit","https://www2.vtwinmfg.com/york-police-clutch-pack-kit.html","$150.95","","FLT 1985-1989 | FXST 1985-1989 | FLST 1986-1989 | FXR 1985-1989","Police clutch pack kit includes our original bonded police Kevlar clutch steel plates with diaphragm spring. Kit is heavy duty for wet type clutch applications.","1 - EA","","York","Imported","38","18-8292 - Kevlar Alto Clutch Set 18-8289 - Red Eagle Steel Clutch Plate Set 18-3213 - Barnett Diaphragm Clutch Spring","","","product_page",""
"18-3672","Clutch Pressure Spring Plate Outer","https://www2.vtwinmfg.com/clutch-pressure-spring-plate-outer.html","$31.56","38011-41","WL 1941-1952 | G 1941-1973","Outer clutch pressure spring plate","1 - EA","","York","Imported","825","","","","product_page",""
"18-3673","45"" W/G Clutch Pressure Plate","https://www2.vtwinmfg.com/clutch-releasing-disc-2.html","$59.64","37873-41","WL 1941-1952 | G 1941-1973","45"" W/G clutch pressure plate is constructed of OEM steel and uses a stock adjuster screw and nut, not included.","1 - EA","","York","Imported","825","","","","product_page",""
"18-3686","York Police Clutch Pack Kit","https://www2.vtwinmfg.com/york-police-clutch-pack-kit-1.html","$121.54","","FXD 1990-1997 | FXST 1990-1997 | FLT 1990-1997 | FLST 1990-1997 | XL 1991-2020 | FXR 1990-1994","Police clutch pack kit includes steel plates, Kevlar bonded drive plates, and heavy duty diaphragm spring. For wet type clutch applications. The height of the diaphragm spring is 0.391"". Kit includes 8 friction discs and 6 steel discs.","1 - KIT","","York","Imported","38","18-0154 - Kevlar Clutch Set 18-3267 - Heavy Duty Clutch Spring 18-3263 - 1965-1969 Clutch Plate Set Steel","","","product_page",""
"18-3690","Barnett Carbon Fiber Clutch Kit","https://www2.vtwinmfg.com/barnett-carbon-fiber-clutch-kit-4.html","$138.96","","FXD 1990-1997 | FXST 1990-1997 | XL 1990-2020 | FLT 1990-1997 | FLST 1990-1997 | FXR 1990-1994","Barnett carbon fiber clutch kit consists of friction plate only.","1 - KIT","","Barnett","USA","218","","","","product_page",""
"18-3694","Barnett Carbon Fiber Clutch Kit","https://www2.vtwinmfg.com/barnett-carbon-fiber-clutch-kit-8.html","$160.56","","FLT 1998-2017 | FXD 1998-2017 | FLST 1998-2017 | FXST 1998-2017","Barnett carbon fiber clutch kit includes friction plates only.","1 - SET","","Barnett","USA","218","","Suggested to use with #18-3251 Barnett Clutch Plate Set     Steel.","","product_page",""
"18-3706","York Auto Primary Chain Adjuster Kit","https://www2.vtwinmfg.com/york-auto-primary-chain-adjuster-kit-4.html","$73.72","","XL 2004-UP","York auto primary chain adjusting kit keeps the chain adjusted properly. Kit includes mount bracket and nylon shoe. Includes inner guide, outer guide, inner and outer spring, shim, and adjuster pad. The spring loaded is self adjusting.","1 - KIT","","York","Imported","901","","","","product_page",""
