"sku","product_name","product_url","price","oem_no","fitment_raw","description","uom","finish","manufacturer","origin","catalog_pages","replacement_items","tech_note","extra_attributes","source","error"
"18-3716","Foot Clutch Lever Rod Parkerized","https://www2.vtwinmfg.com/foot-clutch-lever-rod-parkerized-1.html","$25.39","36917-65","FL 1965-1978","Parkerized 16-1/2"" foot clutch lever rod with 10/32"" NF thread. *NOTE: Threads on the rods and ends are 10/32"" N.F.","1 - EA","","V-Twin","Imported","564","","","","product_page",""
"18-3718","Clutch Cable Bracket Zinc","https://www2.vtwinmfg.com/clutch-cable-bracket-zinc.html","$29.15","","FX 1971-1978 | FL 1965-1978","Clutch cable bracket features a zinc finish.","1 - EA","","V-Twin","Imported","","","","","product_page",""
"18-3721","Clutch Release Arm Parkerized","https://www2.vtwinmfg.com/clutch-release-arm-parkerized-2.html","$75.22","","UL 1941-1948 | FL 1941-1964","2021 New Production Clutch release arm with a parkerized finish is for use with ratchet or jockey top transmissions.","1 - EA","","V-Twin","Imported","564","","","","product_page",""
"18-3724","Clutch Release Thrust Washer Set","https://www2.vtwinmfg.com/clutch-release-thrust-washer-set.html","$13.10","","Special application for rebuild kit","Clutch release thrust washer set for clutch kit. Sold as a pair.","1 - SET","","York","Imported","566","","Suggested to use with #18-3256 rebuild kit","","product_page",""
"18-3852","Barnett Scorpion Clutch Kit","https://www2.vtwinmfg.com/barnett-scorpion-clutch-kit-5.html","$647.74","","FXST 1998-2006 | FLT 1998-2006 | FLST 1998-2006 | FXD 1998-2005","Kit features over twice as much friction surface area compared to stock clutch. For cable clutches. Scorpion clutch provides a positive engagement and release. Scorpion clutches incorporate 6 heavy duty coil springs. In addition, an extra spring set with a different spring rate is included which allows the clutch to be tuned for street or race application depending on usage. Tunability is easy without removal of the primary cover. Barnett Friction Plates are compatible with any primary oil. Kit is designed to be used with stock type clutch basket.","1 - KIT","","Barnett","USA","","","","","product_page",""
"18-3853","Barnett Scorpion Clutch Kit","https://www2.vtwinmfg.com/barnett-scorpion-clutch-kit-6.html","$647.74","","FXST 2007-2010 | FLT 2007-2010 | FXD 2006-2010 | FLST 2007-2010","Kit features over twice as much friction surface area compared to stock clutch. For cable clutches. Scorpion clutch provides a positive engagement and release. Scorpion clutches incorporate 6 heavy duty coil springs. In addition, an extra spring set with a different spring rate is included which allows the clutch to be tuned for street or race application depending on usage. Tunability is easy without removal of the primary cover. Barnett Friction Plates are compatible with any primary oil. Kit is designed to be used with stock type clutch basket.","1 - KIT","","Barnett","USA","","","","","product_page",""
"18-6142","Complete Clutch Drum with Ring Gear","https://www2.vtwinmfg.com/complete-clutch-drum-with-ring-gear.html","$380.62","37813-06","FXST 2007-2010 | FXD 2006-2010 | FLST 2007-2010 | FLT 2006-2010","Clutch drum is 106 tooth with sprocket and 46 tooth starter ring gear.","1 - KIT","","Ultima","Imported","","","","","product_page",""
"18-6177","","","","","","","","","","","","","","","not_found",""
"18-6180","","","","","","","","","","","","","","","not_found",""
"18-6181","","","","","","","","","","","","","","","not_found",""
"18-6183","","","","","","","","","","","","","","","not_found",""
"18-6184","","","","","","","","","","","","","","","not_found",""
"18-6186","","","","","","","","","","","","","","","not_found",""
"18-6189","","","","","","","","","","","","","","","not_found",""
"18-6191","","","","","","","","","","","","","","","not_found",""
"18-6197","","","","","","","","","","","","","","","not_found",""
"18-6198","","","","","","","","","","","","","","","not_found",""
"18-6205","","","","","","","","","","","","","","","not_found",""
"18-6206","","","","","","","","","","","","","","","not_found",""
"18-6443","","","","","","","","","","","","","","","not_found",""
"18-6893","","","","","","","","","","","","","","","not_found",""
"18-8155","Clutch Adjuster Kit With Washer","https://www2.vtwinmfg.com/clutch-adjuster-kit-with-washer.html","$47.22","","XL 1971-1984 1971-early 1984","Clutch adjuster kit with washer.","1 - KIT","","York","Imported","895","18-3619 - Clutch Adjuster Kit 18-3655 - Clutch Washer","","","product_page",""
"18-8219","Clutch Internal Spring Seat Kit","https://www2.vtwinmfg.com/clutch-internal-spring-seat-kit.html","$40.95","36794-84","XL 1984-1989","Clutch internal spring seat kit includes inner seat, outer seat, and retaining ring washer.","1 - KIT","","York","Imported","894","","","","product_page",""
"18-8233","Diaphragm Spring Plate","https://www2.vtwinmfg.com/diaphragm-spring-plate-1.html","$43.04","36792-84","XL 1984-1990","Diaphragm spring plate.","1 - EA","","York","Imported","894","","","","product_page",""
"18-8236","Ultima Starter Clutch Release Arm Zinc","https://www2.vtwinmfg.com/clutch-release-arm-zinc-1.html","$45.26","","FL 1965-1984 | FX 1973-1984","Ultima starter clutch release arm features a zinc plated finish and is for use with 1965-1984 4-speed electric start kits.","1 - EA","","Ultima","Imported","","","Suggested to use with #32-2095 1.4 Kw Electric Start Kit.","","product_page",""
"18-8247","Chain Tensioner Kit","https://www2.vtwinmfg.com/chain-tensioner-kit.html","$82.23","","FL 1965-1984 | FX 1971-1984","Complete chain tensioner kit for 1965-1984 models.","1 - KIT","","York","Imported","569","","","","product_page",""
"23-9117","Rear Caliper Assembly Black","https://www2.vtwinmfg.com/rear-caliper-assembly-black-1.html","$256.41","","XL 1979-1981","Rear caliper assembly features a black finish.","1 - KIT","Black","V-Twin","Imported","910","","","{""Location"": ""Rear""}","product_page",""
"18-8252","Clutch Cable and Oil Tank Bracket Chrome","https://www2.vtwinmfg.com/clutch-cable-and-oil-tank-bracket-chrome.html","$29.37","62576-79","FL 1979-1984 | FX 1979-1984","Chrome clutch cable and oil tank bracket.","1 - EA","","York","Imported","564","","","","product_page",""
"18-8255","Clutch Pressure Plate","https://www2.vtwinmfg.com/clutch-pressure-plate-3.html","$35.88","37912-91","FLT 1991-1997 | FXR 1991-1994 | FXST 1991-1997 | XL 1991-UP | FLST 1991-UP | FXD 1991-1997","Clutch pressure plate.","1 - EA","","York","Imported","215","","","","product_page",""
"18-8256","Clutch Spring Seat","https://www2.vtwinmfg.com/clutch-spring-seat.html","$15.42","37872-90","FLT 1991-1997 | FXR 1991-1994 | FXST 1991-1997 | FLST 1991-1997 | FXD 1991-1997","Clutch spring seat.","1 - EA","","York","Imported","215","","","{""Measurements"": ""Inner Diameter: 2.25\""""}","product_page",""
"18-8261","Clutch Retaining Ring Internal","https://www2.vtwinmfg.com/clutch-retaining-ring-internal-3.html","$11.30","37909-90","FXD 1991-2017 | FXR 1991-1994 | FXST 1991-UP | FLT 1991-UP | FLST 1991-UP","Internal clutch retaining ring.","1 - EA","","York","Imported","214","","","{""Measurements"": ""Diameter: 2-1/6\""""}","product_page",""
"18-8265","","","","","","","","","","","","","","","not_found",""
"18-8268","Clutch Pressure Plate","https://www2.vtwinmfg.com/clutch-pressure-plate-4.html","$75.85","36786-84","XL 1985-1990","Clutch pressure plate.","1 - EA","","York","Imported","894","","","","product_page",""
"18-8272","Red Eagle Alto Clutch Set","https://www2.vtwinmfg.com/red-eagle-alto-clutch-set-1.html","$67.41","","XL 1971-1983","Red eagle alto clutch set bonded to steel. Sold as a 7 piece set.","1 - SET","","Alto","USA","897","","","","product_page",""
"18-8273","Alto Kevlar Clutch Set","https://www2.vtwinmfg.com/alto-kevlar-clutch-set.html","$116.88","","XL 1971-1983","Kevlar alto clutch set features plates that are bonded to steel. Sold as a 8 piece set.","1 - SET","","Alto","USA","897","","","","product_page",""
"18-8283","Steel Plate Clutch Set","https://www2.vtwinmfg.com/sportster_1952_up/drive_line/clutch.html/steel-plate-clutch-set.html","$67.41","","XL 1957-1970","Steel plate clutch set. Sold as a set of 7.","1 - SET","","Alto","USA","897","","","","product_page",""
"18-8286","Steel Clutch Plate Set","https://www2.vtwinmfg.com/sportster_1952_up/drive_line/clutch.html/steel-clutch-plate-set.html","$55.32","37913-90","FXR 1991-1994 | FXST 1990-1997 | FLT 1990-1997 | FLST 1990-1997 | XL 1991-2020 | FXD 1991-1997","Steel 6 piece clutch place set.","6 - PK","","York","USA","218","","","","product_page",""
"18-8288","Red Eagle Steel Clutch Plate","https://www2.vtwinmfg.com/red-eagle-steel-clutch-plate.html","$25.39","37975-81","FL 1941-1984 | FX 1971-1984","Red eagle smooth steel clutch plate.","1 - EA","","Alto","USA","561","","","","product_page",""
"18-8290","Diaphragm Clutch Spring","https://www2.vtwinmfg.com/diaphragm-clutch-spring-3.html","$62.85","37875-86A","FXR 1984-1990 | FLT 1985-1990 | FXST 1985-1990 | FLST 1986-1990","Diaphragm clutch spring.","1 - EA","","Alto","Imported","216","","","","product_page",""
"18-8311","Clutch Drum","https://www2.vtwinmfg.com/clutch-drum-6.html","$311.76","37707-94","FXST 1994-1997 | FLST 1994-1997 | FXD 1994-1997 | FLT 1994-1997","Clutch drum. Order bearing separately.","1 - EA","","York","Imported","215","","Suggested to use with #12-0160 Clutch Hub Bearing.","","product_page",""
"18-8314","Chain Tensioner Kit","https://www2.vtwinmfg.com/chain-tensioner-kit-1.html","$75.85","","FL 1965-1984 | FXR 1984-1994 | FXD 1991-2000 | FXST 1984-2000 | FX 1971-1984 | FLST 1986-2000 | FLT 1984-2000","Chain Tensioner Complete Kit, 1985-1999 Big Twin","1 - KIT","","York","Imported","225","18-3218 - Primary Chain Adjuster Shoe Mount Bracket 37-9030 - Chain Tensioner Screws 28-0225 - Nylon Pad for Primary Chain 18-3219 - Chain Tensioner Plate","","","product_page",""
"18-8315","Alto Red Eagle Clutch Set","https://www2.vtwinmfg.com/alto-red-eagle-clutch-set.html","$97.04","37932-98","FLT 1998-2016 | FLST 1998-2017 | FXD 1998-2016 | FXST 1998-2017","Alto clutch set is red eagle type and is bonded to steel. Eight piece set.","1 - SET","","Alto","USA","218","","","","product_page",""
"18-8324","Clutch Drum Shell with Magnets","https://www2.vtwinmfg.com/clutch-drum-shell-with-magnets.html","$488.21","36791-84","XL 1984-1990","Replica alternator rotor clutch assembly comes complete with bearing and ring gear. Features vibration proof magnet construction, as magnets are held in place by stainless steel non-magnetic insert for durability. The primary gear is 59 tooth and the starter ring gear is 78 tooth. V-Twin MFG's alternator rotor clutch assembly has been upgraded to eliminate a common failure of the epoxy breakdown resulting in the magnets to fall out.This clutch drum features a vibration proof magnet construction with a steel non-magnetic ring to prevent the magnets from falling out. The assembly comes complete with the bearing and ring gear for 1984-1990 XL models. Replaces OEM#36791-84","1 - EA","","York","Imported","894","","Use original snap ring when installing. The ears on the     aftermarket snap ring are to big and stick out into the hub which then locks up the clutch.","","product_page",""
"18-8327","Replica Clutch Hub","https://www2.vtwinmfg.com/replica-clutch-hub-1.html","$129.59","36785-91","XL 1991-UP","Replica clutch hub is an exact replacement for original equipment.","1 - EA","","York","Imported","894","","","","product_page",""
"18-8328","Manual Primary Chain Adjuster Kit","https://www2.vtwinmfg.com/manual-primary-chain-adjuster-kit.html","$131.34","36500020","FXST 2007-2017 | FLT 2007-2016 | FXD 2006-2017 | FLST 2007-2017 | FLHXXX 2009-2016","This kit allows precise adjustment of the primary chain and creates less drag and loss of power resulting from the stock spring loaded assembly. This new manual primary chain tension adjuster kit is ideal for bikes equipped with big displacement high performance engines. Permits manual selection of primary chain tension and is a direct replacement for the original equipment automatic version. The anodized billet aluminum adjuster allows you to fine tune and lock settings. The manual adjustment locks the chain tension in place to prevent free play during severe shifting. Kit includes mounting hardware.                                     Required seals and gaskets not included with adjuster.","1 - KIT","","York","Imported","225","18-3334 - Replacement Chain Adjuster Shoe Kit","","","product_page",""
"18-8340","Alto Carbonite Clutch Kit","https://www2.vtwinmfg.com/alto-carbonite-clutch-kit-4.html","$272.66","","FXST 2018-UP | FLST 2018-UP | FLT 2017-UP","Alto carbonite power pack clutch kit includes 11 friction and 10 steel plates. Kit includes the following: 8 frictions, 3 jutter frictions, 9 steels and 1 jutter steel plates. Friction plates feature 3M carbon based friction material to withstand high friction and heat temperatures.","1 - KIT","","Alto","USA","218","","","","product_page",""
"19-0001","Sprocket Kit Hydraulic","https://www2.vtwinmfg.com/sprocket-kit-hydraulic.html","$72.22","41470-58","FL 1958-1961","Hydraulic sprocket kit.","1 - KIT","","York","Imported","572","","","{""Measurements"": ""Across to the Lip: 9-1/4\"""", ""Size"": ""51 tooth""}","product_page",""
"23-9118","","","","","","","","","","","","","","","not_found",""
"19-0010","45"" WL Sprocket Kit with Dust Ring","https://www2.vtwinmfg.com/sprocket-kit.html","$67.92","41474-35","WL 1935-1952","45"" WL rear 41 tooth sprocket kit. Replacement for brake drums with rivet on sprockets. Includes dust ring, rivets, dowels and splash ring.","1 - KIT","","York","Imported","810","19-0089 - Rear Sprocket Splash Ring","","","product_page",""
"19-0012","Rear Sprocket Kit 51 Tooth","https://www2.vtwinmfg.com/rear-sprocket-kit-51-tooth.html","$75.42","41470-30","EL 1936-1940 | FL 1941-1957 | UL 1937-1948","Rear sprocket kit is a replacement for brake drums with rivet on sprockets. Includes rivets and dowels. *NOTE: Order dust ring separately.","1 - KIT","","York","Imported","572","","","{""Size"": ""51 tooth""}","product_page",""
"19-0013","Rear Sprocket 37 Tooth","https://www2.vtwinmfg.com/rear-sprocket-37-tooth.html","$136.72","82860-32","G 1932-1973","37 tooth rear sprocket for servi-car","1 - EA","","York","Imported","832","","","","product_page",""
"19-0023","","","","","","","","","","","","","","","not_found",""
"19-0026","Indian Engine 24 Tooth Sprocket","https://www2.vtwinmfg.com/indian-engine-24-tooth-sprocket.html","$64.68","","Chief 1933-1951","Engine 24 tooth sprocket with 4 rows.","1 - EA","","York","Imported","840","","","","product_page",""
"19-0028","Solo 32 Tooth Solid Compensator and Tensioner Shoe Kit","https://www2.vtwinmfg.com/solo-32-tooth-solid-compensator-and-tensioner-shoe-kit.html","$200.00","","FXST 2007-2017 | FLT 2007-2016 | FLST 2007-2017 | FXD 2006-2006","Solo high torque 32 tooth solid steel compensator kit is spring less, much quieter than stock or diaphragm spring style compensators. Eliminates the need for a complete compensator assembly. Kit includes solid compensator, spacers, center bolt and chain tensioner shoe.                                                                                                                                                                                                                                                                                                                                                                                                                                      *NOTE: The stock 34 tooth chain tensioner shoe will not work with the 32 tooth kit, it requires a custom tensioner shoe, so we have included the custom chain adjuster shoe and center bolt in the kit for easier installation.","1 - KIT","","York","Imported","53","28-0483 - Replacement Tensioner Shoe Only","","","product_page",""
"19-0029",".5 Offset Transmission Sprocket 22 Tooth Kit","https://www2.vtwinmfg.com/offset-transmission-sprocket-21-tooth-1.html","$64.92","","Custom application","22 tooth transmission sprocket kit features a 1/2"" offset and 3 holes, for 5 speed models. Kit includes index nut and 3 screws. Order hex nuts with screws, available separately.","1 - EA","","V-Twin","Imported","222","","Suggested to use with #20-0217 Pulley Indexing Flange Nut. Suggested to use with #20-0253 Hex Flange Sproket Nut.","{""Size"": ""22 tooth""}","product_page",""
