normalized_part_number,vendor_combo,member_count,skus
CTX20HBSFT,PU+WPS,2,21130780|WPS-49-3034
CTX20HLBSFT,PU+WPS,2,21130781|WPS-49-3035
16201,VTWIN+WPS,2,VT-32-3043|WPS-132-7013
E250091BD10,PU+VTWIN,2,21130798|VT-32-1979
E250091BD11,PU+VTWIN,2,21130799|VT-32-1980
9960,PU+VTWIN,2,22120798|VT-30-1283
DP3G,PU+VTWIN+WPS,3,WPS-850-08020|21200053|VT-32-9618
83440,PU+VTWIN,2,17310208|VT-23-1787
SOLIDPINS,PU+VTWIN+WPS,3,WPS-850-08002|21200071|VT-32-9602
87159,PU+WPS,2,17310417|WPS-820-50610
371032,VTWIN+WPS,2,VT-32-1543|WPS-820-50845
NHCXFX25,PU+VTWIN,2,VT-32-6699|21201446
7122,VTWIN,2,VT-10-0427|VT-40-9907
77958,VTWIN,2,VT-34-0744|VT-15-7958
E250091BD6,PU+VTWIN,2,21130735|VT-32-1975
E250091BD7,PU+VTWIN,2,21130736|VT-32-1976
3507X,PU+VTWIN,2,VT-11-9762|3507X
102009,PU+WPS,2,21020332|WPS-820-60412
B281256,PU+WPS,2,13102496|WPS-750-05580
351567,PU+VTWIN+WPS,3,23300268|VT-50-0279|WPS-820-52354
24572,VTWIN,2,VT-73-0041|VT-37-9057
W160331,PU+VTWIN,2,02140374|VT-37-0999
78287,VTWIN,2,VT-15-8287|VT-42-0267
H070587B,PU+VTWIN,2,06100221|VT-26-2113
NM334710302,PU+VTWIN+WPS,3,21200338|WPS-850-08305|VT-32-9697
210035,PU+VTWIN,2,14011076|VT-18-8328
78113,PU+VTWIN,2,14050086|VT-29-0206
792103,PU+WPS,2,792103|WPS-279-2103
31SI,PU+VTWIN,2,VT-20-0909|11200433
801001,PU+WPS,2,801001|WPS-280-1001
320459NU,PU+VTWIN,2,05100270|VT-27-1695
A24032SET,PU+VTWIN,2,VT-10-0428|DS196135
77401,PU+VTWIN,2,16010203|VT-42-9913
NM334720601,PU+VTWIN+WPS,3,21200318|WPS-850-08311|VT-32-9677
55129,PU+WPS,2,04070192|WPS-22-55129
190389,PU+VTWIN,2,VT-42-0927|78050012
GBDU001,PU+WPS,2,17104921|WPS-17-DU001
305,PU+VTWIN,2,17420047|VT-43-1050
A1745266,PU+VTWIN,2,09270009|VT-12-2115
A6466W,PU+VTWIN,2,09270025|VT-12-1193
55135,PU+WPS,2,WPS-22-55135|06360607
76581,PU+VTWIN,2,08030331|VT-38-0789
D26014029,PU+VTWIN,2,VT-20-0526|12030020
A3150365,PU+VTWIN,2,21100235|VT-17-1502
A3343850,PU+VTWIN,2,DS194120|VT-10-0721
A2555136,PU+VTWIN,2,DS194164|VT-12-1441
A3510036,PU+VTWIN,2,DS194282|VT-17-9761
A3578936,PU+VTWIN,2,DS194135|VT-10-0729
300067,PU,2,06010824|17104712
110065,PU+WPS,2,17416843|WPS-57-10065
4091,PU+WPS,2,09280025|WPS-811-04091
4055,PU+WPS,2,09290024|WPS-811-04055
9962,PU+VTWIN,2,22120861|VT-42-1104
8040,PU+VTWIN,2,09250950|VT-27-1067
120041,PU+VTWIN+WPS,5,WPS-12-0041|07060019|04120666|WPS-820-50510|VT-33-0310
2075,PU+WPS,3,09240238|WPS-811-02075|WPS-85-02075
C6131T,PU+WPS,2,24010287|WPS-830-1064
2061,PU+VTWIN+WPS,3,09250535|WPS-811-02061|VT-40-1467
2064,PU+WPS,2,09250628|WPS-811-02064
5468,PU,2,10103320|19010757
8022,PU+WPS,2,24010993|WPS-56-8022
GBDU011,PU+WPS,2,17104931|WPS-17-DU011
86264,PU+VTWIN+WPS,3,17310415|WPS-820-32010|VT-23-0288
87158,PU+VTWIN+WPS,3,17310420|WPS-820-50609|VT-23-1827
83117,PU+VTWIN,2,17310121|VT-39-1130
87717,PU+VTWIN+WPS,3,17310544|WPS-820-50612|VT-23-1212
3512537,PU+VTWIN,2,DS195016|VT-17-0220
323494,PU+WPS,2,WPS-232-3494|03650045
2402354,PU+VTWIN,2,DS198839|VT-12-0613
JGI3498604,PU+VTWIN,2,09350109|VT-14-0995
JGI1863348F,PU+VTWIN,2,09343432|VT-15-1438
JGI11125XMSF,PU+VTWIN,2,09341582|VT-15-1281
660411,PU+WPS,2,17410868|WPS-70-660411
JGI3490107F,PU+VTWIN,2,09341623|VT-15-1395
4532,PU+VTWIN,2,17411002|VT-29-0031
JGI1769507,PU+VTWIN,2,09342099|VT-15-1446
JGI3490194F,PU+VTWIN,2,09344630|VT-15-1336
3561465,VTWIN,2,VT-17-0128|VT-17-0125
JGI2541699DL,PU+VTWIN,2,09350090|VT-15-1277
5521,PU,2,17411032|10103147
JGI2909595,PU+VTWIN,2,DS173445|VT-15-0596
JGI1677999X,PU+VTWIN,2,DS174203|VT-15-1245
JGI1703466,PU+VTWIN,2,DS173242|VT-15-0823
JGI1863448C,PU+VTWIN,2,DS173377|VT-15-0927
JGI1863236,PU+VTWIN,2,DS173454|VT-15-0925
JGI6056790,PU+VTWIN,2,DS173476|VT-15-0703
JGI3490679A,PU+VTWIN,2,DS173478|VT-15-0704
JGI6053881C,PU+VTWIN,2,DS174352|VT-15-0900
JGI6056736,PU+VTWIN,2,DS174380|VT-15-0920
JGI11124,PU+VTWIN,2,DS194420|VT-14-0600
JGI6053989X,PU+VTWIN,2,DS174382|VT-15-0902
NTBWX04,PU+VTWIN,2,VT-32-1205|21200244
70291,VTWIN,2,VT-32-3114|VT-15-0176
MCCBR7,VTWIN+WPS,2,WPS-275-01016|VT-32-0460
204257,PU+VTWIN+WPS,3,09260409|VT-11-6000|WPS-191-17013
2022650,PU+VTWIN,2,09263210|VT-11-2027
2022450,PU+VTWIN,2,09263314|VT-11-2025
204323,PU+WPS,2,09260762|WPS-191-57040
204101,PU+VTWIN,2,09261452|VT-11-6095
2020325,PU+VTWIN+WPS,3,09260195|WPS-191-17012|VT-11-6120
202024M,PU+VTWIN,2,09262270|VT-11-2304
202121M,PU+VTWIN,2,09262302|VT-11-2317
202134M,PU+VTWIN,2,09262311|VT-11-2325
202123,PU+WPS,2,09260725|WPS-191-57054
202022C,PU+VTWIN+WPS,3,09260748|VT-11-0968|WPS-191-57043C
204324,PU+VTWIN,2,09260763|VT-11-1023
120402D,PU+VTWIN,2,09026321|VT-33-1158
2022350,PU+VTWIN,2,09263208|VT-11-2031
710304,PU+VTWIN+WPS,3,09350458|WPS-191-37022|VT-14-0983
2021040,PU+VTWIN+WPS,3,24011105|WPS-191-58018|VT-11-1103
204320,PU+VTWIN+WPS,3,09260744|WPS-191-57003|VT-11-1019
202052M,PU+VTWIN,2,09262284|VT-11-2328
202060M,PU+VTWIN,2,09262287|VT-11-2331
2021500,PU+VTWIN,2,09263001|VT-13-2150
204170,PU+VTWIN+WPS,3,DS198974|VT-11-6009|WPS-191-17002
060177,VTWIN+WPS,2,VT-23-0313|WPS-70-6177
CC120E,PU+VTWIN,2,VT-20-0628|11300176
BA080030,PU+WPS,2,22100662|WPS-27-57014
BA050903,PU+WPS,2,22100403|WPS-27-5795
BA064921,PU+WPS,2,WPS-28-61048|22100665
41972,PU+VTWIN,2,VT-33-2062|11321110
H070595S,PU+VTWIN,2,06102319|VT-26-1050
A1855536,PU+VTWIN,2,VT-10-0516|DS193141
PCC133,PU+VTWIN,2,12040128|VT-20-0478
500770TIN,PU+WPS,2,16211056|WPS-812-55052
5154,PU+VTWIN,2,17103641|VT-44-5154
70357,PU+VTWIN,2,VT-39-0128|10102973
202033C,PU+VTWIN+WPS,3,WPS-191-57020C|09260751|VT-11-0977
78479,VTWIN,2,VT-33-1581|VT-15-8479
3300379,PU+VTWIN,2,09290050|VT-10-0521
78297,VTWIN,2,VT-15-8297|VT-40-0116
P4817,PU+WPS,2,24010995|WPS-830-1094
125,PU+WPS,2,17420044|WPS-571-6114
335177,PU+VTWIN,2,20072510|VT-10-5177
T030161,PU+VTWIN,2,07110243|VT-40-0922
31170,PU,2,17420117|17410302
902053,PU+VTWIN,2,DS199729|VT-13-9226
NHCXCB14,PU+VTWIN+WPS,3,VT-32-6686|WPS-850-08717|21200783
A3604836,PU+VTWIN,2,DS196171|VT-17-0173
6004,PU+VTWIN,2,18010488|VT-12-0751
71049,PU+VTWIN,2,10103170|VT-44-0365
47627,PU,2,18002625|17411694
2403,VTWIN,2,VT-32-2134|VT-32-0236
13155,PU+VTWIN,2,06401391|VT-11-1073
291130,PU+VTWIN+WPS,4,05100260|DS199320|VT-10-2651|WPS-820-0541
102110,PU+WPS,2,06401668|WPS-812-02111
8062,PU+WPS,2,09250955|WPS-56-8062
102110B,PU+WPS,2,06401669|WPS-812-02113
102130B,PU+WPS,2,06401675|WPS-812-02119
JGI1735592,PU+VTWIN,2,DS174423|VT-15-0997
20744,VTWIN+WPS,2,WPS-865-01168|VT-35-0458
T030100C,PU+VTWIN,2,07050555|VT-35-9021
140020CKNU,PU+VTWIN,2,07120642|VT-40-0075
140020BKNU,PU+VTWIN,2,07120643|VT-40-0074
76694,PU+VTWIN,2,08010741|VT-27-0704
SPC004,PU+VTWIN,2,24040044|VT-37-0435
1825,PU+VTWIN,2,VT-10-1825|09290044
2020709C,PU+WPS,2,09262021|WPS-191-57062C
776020,PU+VTWIN,2,24040364|VT-27-0066
10111,PU+WPS,2,24040648|WPS-576-04281
34262,PU+WPS,2,06510001|WPS-18-95091
3001,PU+WPS,2,WPS-811-03001|24010201
801002,PU+WPS,2,801002|WPS-280-1002
78286,VTWIN,2,VT-42-0265|VT-15-8286
060151,PU+WPS,2,18611639|WPS-70-6151
086097,PU+WPS,2,WPS-820-2245|15010743
L2465D9CLEDK,PU+VTWIN,2,VT-33-0911|20100572
52742,PU+WPS,2,06360670|WPS-194-52742
120003,PU+VTWIN+WPS,3,VT-40-1252|WPS-12-0003|04030166
5609,PU,2,17411064|10103344
290340,PU+VTWIN,2,VT-20-0702|DS199461
5020001078,PU+VTWIN,2,VT-18-8227|DS223743
78387,VTWIN,2,VT-15-8387|VT-24-1750
291320,PU+VTWIN,2,16021507|VT-21-0998
500761B,PU+WPS,2,16202282|WPS-812-55005
500751TIN,PU+WPS,2,16202280|WPS-812-55003
1013030014,PU+VTWIN,2,DS223887|VT-36-2505
77323,VTWIN,2,VT-15-7323|VT-26-0116
821,PU+VTWIN,2,VT-37-8902|DS098821
78422,VTWIN,2,VT-32-1630|VT-15-8422
3504X,PU+VTWIN,2,3504X|VT-11-9901
0810157,VTWIN+WPS,2,WPS-56-1149|VT-16-0595
202132M,PU+VTWIN,2,VT-11-2323|09262309
C230238,PU+VTWIN,2,04030047|VT-14-0998
40099,PU+VTWIN,2,VT-16-1941|21200890
7539,VTWIN,2,VT-40-0202|VT-23-1004
1704904X,VTWIN+WPS,2,WPS-681-5217|VT-15-1452
1311CR,PU+VTWIN,2,VT-35-9309|DS390240
6311CR,PU+VTWIN,2,VT-35-9313|DS390260
170437,PU+VTWIN,2,VT-27-0897|10120235
H070780MB2,PU+VTWIN,2,06101876|VT-26-2221
120427,VTWIN+WPS,2,VT-34-0288|WPS-820-50576
02201,PU+WPS,2,17010675|WPS-27-10902
212260,PU+VTWIN,2,09250291|VT-10-2260
33105,PU+WPS,2,17104580|WPS-28-2038S
BDL1413,PU+VTWIN,2,DS360005|VT-20-0603
76032,PU+VTWIN,2,08010455|VT-30-0288
90095,PU+VTWIN,2,VT-34-0148|24010500
JGI1703057,PU+VTWIN,2,DS173335|VT-15-0827
78257,VTWIN,2,VT-15-8257|VT-42-1208
NHD6835505,PU+VTWIN+WPS,3,WPS-850-08776|VT-32-5063|21200604
77429,VTWIN,2,VT-15-7429|VT-16-1286
323493,PU+WPS,2,03650044|WPS-232-3493
JGI1754148C,PU+VTWIN,2,DS173435|VT-15-1006
120045,PU+VTWIN+WPS,3,07060023|WPS-12-0045|VT-39-0144
A1748357,PU+VTWIN,2,VT-13-0100|09270012
2M4805,VTWIN+WPS,2,VT-11-1397|WPS-865-2046
C10198F1,PU+VTWIN+WPS,3,VT-15-1473|WPS-68-10198F1|09345961
89023,PU+WPS,2,08220634|WPS-87-9431
K2789,PU,2,09101998|11120042
V13117,PU+VTWIN,2,09120967|VT-12-0924
7078,PU+VTWIN+WPS,3,VT-18-3120|09320035|WPS-681-4313
JGI1754099X,PU+VTWIN,2,VT-15-1213|DS174533
2063,PU+WPS,2,09250627|WPS-811-02063
1021,PU+VTWIN,3,09250674|DS325781|VT-17-1021
212970,PU+VTWIN,2,09250585|VT-10-2970
202131,PU+WPS,2,09260321|WPS-191-57030
202122,PU+WPS,2,09260721|WPS-191-57053
202031C,PU+VTWIN+WPS,3,09260747|VT-11-0975|WPS-191-57018C
202030C,PU+VTWIN+WPS,3,09260745|VT-11-1167|WPS-191-57017C
202034C,PU+VTWIN+WPS,3,09260753|VT-11-0978|WPS-191-57021C
202032C,PU+VTWIN+WPS,3,09260749|WPS-191-57019C|VT-11-0976
202000,PU+VTWIN,2,09260806|VT-13-2000
202026C,PU+VTWIN+WPS,3,09261976|VT-11-0971|WPS-191-57046C
202028,PU+VTWIN,2,09261977|VT-11-0956
202036,PU+VTWIN,2,09261982|VT-11-0963
202064C,PU+VTWIN+WPS,3,09261996|WPS-191-57025C|VT-11-1007
2020855,PU+VTWIN,2,09262928|VT-11-1477
202120M,PU+VTWIN,2,09262301|VT-11-2316
202130M,PU+VTWIN,2,09262307|VT-11-2321
770045NU,PU+VTWIN,2,VT-31-9924|DS110857
204096C,PU+VTWIN,2,09262794|VT-11-1138
2021300,PU+VTWIN,2,09262999|VT-13-2130
710104,PU+WPS,2,09263204|WPS-191-37020
2022600,PU+VTWIN,2,09263209|VT-11-2340
10HC447,PU+WPS,2,09263358|WPS-191-57104
4080,PU+WPS,2,09280103|WPS-811-04080
202104,PU+VTWIN+WPS,3,09300059|WPS-191-27789|VT-30-2104
316296,PU+VTWIN,2,09320151|VT-12-8009
42812,PU+VTWIN,2,21201497|VT-23-3082
JGI2526304KX,PU+VTWIN,2,09341200|VT-15-1266
CW20,PU+VTWIN,2,CW20|VT-11-9779
JGI3490107,PU+VTWIN,2,09341622|VT-15-1394
110418,PU+VTWIN,2,10020002|VT-35-0013
531062,VTWIN+WPS,2,WPS-820-2264|VT-31-0379
70201,VTWIN,2,VT-32-7201|VT-18-3605
253030,PU+VTWIN,2,VT-17-8243|DS199432
71370,VTWIN,2,VT-17-9758|VT-46-0342
18752,PU+VTWIN,2,10102478|VT-32-8752
A6775,PU+VTWIN,2,09250285|VT-12-0718
255115,PU+WPS,2,255115|WPS-225-5115
71077,PU+VTWIN,2,10103111|VT-32-0408
316271,PU+VTWIN,2,VT-15-0658|DS194246
58929,VTWIN,2,VT-44-8929|VT-20-8829
3200,PU+VTWIN,2,10120247|VT-16-3200
5515,PU+VTWIN,2,VT-16-1196|17411029
JGI1703004X,PU+VTWIN,2,09341849|VT-15-1454
TALONOEM14LB,PU+WPS,2,WPS-827-05398|14011015
170461,PU+VTWIN,2,17420482|VT-27-1557
161100,PU+VTWIN,3,10500337|VT-35-0106|VT-50-1166
I350028,PU+VTWIN,2,11050033|VT-43-0786
1056,PU+VTWIN,3,11040005|VT-21-3000|VT-17-1036
1035,PU+VTWIN,3,11040004|VT-17-1035|VT-41-1035
A909523,PU+VTWIN,2,11060045|VT-17-1147
3200358,PU+VTWIN,2,VT-10-0847|09220122
4731SE5,PU+VTWIN,2,VT-20-0633|DS360105
H070574NMB,PU+VTWIN,2,VT-26-0961|06102301
78441,VTWIN,2,VT-15-8441|VT-31-0915
JGI1753670X,PU+VTWIN,2,09340948|VT-15-1270
1009,PU+WPS,2,WPS-132-7016|09250430
D110299,PU+WPS,2,11070325|WPS-820-2631
2009,VTWIN+WPS,2,WPS-132-7021|VT-21-0858
DC71,PU+VTWIN+WPS,3,WPS-133-1086|DC71|VT-32-7793
70304,VTWIN,2,VT-15-0123|VT-32-3119
NTBW3231008,PU+VTWIN+WPS,3,WPS-850-08210|21300347|VT-36-0792
030106,PU+VTWIN+WPS,3,WPS-820-1320C|06030003|VT-25-2108
300534,VTWIN,2,VT-37-2013|VT-37-2012
260202B,PU+VTWIN,2,11120032|VT-17-9923
2M6198010,VTWIN+WPS,2,VT-11-0162|WPS-865-02015
253101,PU+WPS,2,11200162|WPS-22-53101
191205,PU+VTWIN+WPS,3,11200413|WPS-820-52652|VT-19-0027
CC100S,PU+VTWIN,2,11300177|VT-20-0627
150002,VTWIN+WPS,2,WPS-57-0002|VT-32-9350
120014B,VTWIN+WPS,2,VT-33-1973|WPS-820-0340B
A11000,PU+VTWIN,2,11320270|VT-12-0900
78104,PU+VTWIN,2,VT-47-0848|14050023
78268,VTWIN,2,VT-15-8268|VT-42-1746
H070592N,PU+VTWIN,2,VT-26-0966|06102312
SPC016,PU+VTWIN,2,VT-37-0400|24040052
281111,PU+WPS,2,13020001|WPS-22-81111
120202,PU+VTWIN,2,VT-12-0203|09066317
H070730MB,PU+VTWIN,2,06102254|VT-26-0959
02207,PU+WPS,2,WPS-27-10903|17010681
87161,PU+VTWIN+WPS,4,VT-23-1828|WPS-830-1188|WPS-820-50613|17310419
120411D,PU+VTWIN,2,20100783|VT-33-1164
T030101B,PU+VTWIN,2,07050556|VT-35-9022
206035WI,PU+VTWIN,2,20010099|VT-33-0293
L216106E,PU+VTWIN,2,20010957|VT-33-1302
H070592MB,PU+VTWIN,2,06100795|VT-26-0955
W160332,PU+VTWIN,2,02140449|VT-44-0742
H070592S,PU+VTWIN,2,06102314|VT-26-0979
JGI1677066A,PU+VTWIN,2,09342190|VT-15-1010
TALON2114LB,PU+WPS,2,14010982|WPS-827-05383
78056,PU+VTWIN,2,14050079|VT-40-0090
340102,VTWIN+WPS,2,WPS-57-9726|VT-33-2173
2023,PU+VTWIN,3,VT-29-2023|VT-23-1988|09344746
80312,WPS,2,WPS-57-6565|WPS-817-01802
40114,PU+VTWIN+WPS,4,20101457|VT-32-6683|WPS-274-0015|VT-32-0636
77796,VTWIN,2,VT-21-0264|VT-15-7796
H070730SMB,PU+VTWIN,2,06102328|VT-26-1055
102130TIN,PU+WPS,2,06401676|WPS-812-02121
C770139,PU+VTWIN,2,15100163|VT-50-1523
80856,PU+VTWIN+WPS,3,VT-10-1609|09230689|WPS-820-58023
52675,PU+WPS,3,WPS-820-52010|WPS-194-52675|06360522
105020G,PU+WPS,2,04040497|WPS-812-52302
DC21,PU+VTWIN,2,DC21|VT-32-7790
1228,PU+VTWIN,2,VT-37-1082|09300247
50152,PU+WPS,2,06360612|WPS-28-2025
500773B,PU+WPS,2,16100683|WPS-812-02140
6627,VTWIN,2,VT-11-0170|VT-30-4011
601002,PU+VTWIN,2,10140301|VT-35-1002
352002,PU+VTWIN,2,VT-37-9526|24010700
170404,PU+VTWIN,2,VT-34-1015|DS289211
L226828RC,PU+VTWIN,2,20200401|VT-33-1276
78561,PU+VTWIN,3,16202476|VT-15-8561|VT-27-0208
62138,PU+VTWIN,2,16210098|VT-37-8944
H070574C,PU+WPS,2,06140162|WPS-820-1515C
210207,PU+VTWIN+WPS,3,11070044|WPS-820-54600|VT-32-0439
95753,VTWIN,2,VT-14-5753|VT-18-8284
B160731MB,PU+VTWIN,2,17010759|VT-23-2363
2020701C,PU+VTWIN+WPS,3,09262017|WPS-191-57012C|VT-11-1064
B160723,PU+VTWIN,2,17010695|VT-23-2352
2021009H,PU+VTWIN+WPS,3,09262952|WPS-191-17042|VT-11-1218
89235,PU+VTWIN,2,17020464|VT-23-0812
291127,PU+VTWIN,2,VT-10-1180|DS199344
291151,PU+VTWIN,2,VT-10-1183|DS199447
79100,PU+VTWIN,2,VT-28-1790|08050033
NDP30037,VTWIN+WPS,2,WPS-850-08401|VT-32-9644
5528,PU,2,17411036|10103152
JGI6056790DL,PU+VTWIN,2,VT-15-0465|78081027
NAFH01,PU+VTWIN+WPS,3,WPS-850-08433|21200425|VT-32-6577
030040L,PU+VTWIN,2,07050282|VT-35-0498
02211,PU+WPS,2,17010605|WPS-27-10904
A2558273,PU+VTWIN,2,09240273|VT-10-0708
202111,PU+VTWIN,2,09261445|VT-11-2022
6139,PU+VTWIN,2,17103643|VT-34-1791
299180,PU+VTWIN,2,11060068|VT-17-9180
76760,PU+VTWIN,2,08020767|VT-15-1536
78659,VTWIN,2,VT-33-1946|VT-15-8659
3619,PU+VTWIN,2,17411629|VT-37-6141
8185,VTWIN+WPS,3,VT-33-8185|WPS-60-1947|VT-31-0582
600016,PU+VTWIN+WPS,3,VT-34-0300|WPS-820-0800C|10102654
121230,PU+WPS,2,10100552|WPS-820-50525
2021022,PU+VTWIN+WPS,3,09262959|WPS-191-57072|VT-11-1222
2020690,PU+WPS,2,09262005|WPS-191-57009
202012,PU+VTWIN,3,09260784|DS202012|VT-11-6073
2021030,PU+VTWIN+WPS,3,VT-11-1226|WPS-191-57074|09262961
JGI4357135,PU+VTWIN,2,DS174512|VT-15-0231
70288,VTWIN,2,VT-37-7031|VT-17-0912
C8042,PU+WPS,2,WPS-830-1058|24010296
202240,PU+WPS,2,202240|WPS-812-02060
IN1000,PU+VTWIN,2,VT-20-0938|DS360427
IN1500,PU+VTWIN,2,VT-20-0940|20175002
E280033,PU+VTWIN,2,09330054|VT-31-0887
2060,PU+WPS,2,09250434|WPS-811-02060
JGI1863599F,PU+VTWIN,2,09342108|VT-15-1296
77121,PU+VTWIN,2,17416279|VT-45-0937
H070575B,PU+VTWIN,2,06130202|VT-26-0983
2021060H,PU+WPS,2,09263343|WPS-191-17048
2022250,PU+VTWIN,2,09263312|VT-11-2030
202134C,PU+VTWIN+WPS,3,09260733|WPS-191-57033C|VT-11-1192
23365PK,VTWIN,2,VT-37-0144|VT-37-0143
327094,PU+WPS,2,WPS-232-7094|03650056
GBDU007,PU+WPS,2,WPS-17-DU007|17104927
327091,PU+WPS,2,WPS-232-7091|03650053
NFATO1,PU+VTWIN+WPS,3,21300083|WPS-850-08414|VT-32-6561
9348DC,VTWIN,2,VT-11-4055|VT-11-4056
DC61,PU+VTWIN+WPS,3,WPS-133-1080|DC61|VT-32-7792
C230237,PU+VTWIN+WPS,3,04030046|WPS-820-2712|VT-14-0942
28324,WPS,2,WPS-50-28324|WPS-82-8324
500748TIN,PU+WPS,2,WPS-812-02135|16030390
46495+4650209,VTWIN,2,VT-24-1338|VT-24-1337
105030,PU+WPS,2,04040496|WPS-812-52301
MCRLY3,VTWIN+WPS,2,WPS-275-01092|VT-32-0448
47331,PU+VTWIN,2,18002578|VT-22-7331
K1607,PU+VTWIN,2,VT-11-9727|K1607
030106ANUB,PU+WPS,2,WPS-820-1325B|06030811
A3507879,PU+VTWIN,2,DS193148|VT-12-0557
202021C,PU+VTWIN+WPS,3,09260746|VT-11-0967|WPS-191-57042C
CM4274,VTWIN+WPS,2,VT-48-0598|WPS-27-M427
JGI6054706,PU+VTWIN,2,09341196|VT-15-1254
500063,PU,2,06303264|10030460
JGI6110985C,PU+VTWIN,2,DS174515|VT-15-1065
7145C,PU+VTWIN,2,VT-44-0653|17104784
MCSPA3,VTWIN+WPS,2,WPS-275-01072|VT-32-0519
251370,PU+WPS,2,A251370|WPS-22-51370
H0708021,PU+VTWIN,2,06102201|VT-26-2261
6003,PU+VTWIN,2,18010362|VT-43-0128
820,PU+VTWIN+WPS,3,WPS-830-6003|VT-33-3820|12042729
3088,PU+VTWIN+WPS,3,VT-32-3089|WPS-132-7042|07100260
78292,VTWIN,2,VT-15-8292|VT-38-0777
NWR210020,PU+WPS,2,21201315|WPS-850-09211
20311,VTWIN+WPS,2,VT-25-0463|WPS-830-0316
8032,PU+WPS,2,09250841|WPS-56-8032
JGI2526386X,PU+VTWIN,2,VT-15-1255|09341185
400160,PU+VTWIN,2,11060075|VT-17-1306
1092,PU+WPS,2,WPS-830-0379|09251059
202023,VTWIN+WPS,2,WPS-191-57044|VT-11-0953
47221,PU,2,18000745|17411683
78465,VTWIN,2,VT-15-8465|VT-27-1004
H070810C1,PU+VTWIN,2,06110206|VT-26-2263
1803,PU+VTWIN,2,VT-10-1803|DS194347
1800,PU+VTWIN,2,DS194342|VT-10-0657
79071,PU+VTWIN,2,08050039|VT-40-1762
18446,PU+VTWIN+WPS,3,VT-23-2170|10102063|WPS-865-01428
61006,PU+VTWIN,2,VT-52-0183|16201480
207610,PU+WPS,2,19133014|WPS-830-1131
986826,PU+WPS,2,19133008|WPS-830-1193
202063C,PU+VTWIN,2,09261994|VT-11-1006
JGI91XL,PU+VTWIN,2,DS174531|VT-15-1225
111523,PU+VTWIN,2,DS222045|VT-24-2045
63696,VTWIN,2,VT-36-0740|VT-24-1419
8114,VTWIN,2,VT-33-8114|VT-30-8114
110073,VTWIN+WPS,2,WPS-57-10073|VT-36-1977
75005,VTWIN+WPS,2,VT-42-0765|WPS-820-52416
202020C,PU+VTWIN+WPS,3,WPS-191-57041C|VT-11-1166|09260754
71555,PU+VTWIN,2,02100378|VT-27-0055
02212,PU+WPS,2,WPS-27-10905|17010606
13165,PU+VTWIN,2,06401206|VT-20-0228
78594,VTWIN,2,VT-15-8594|VT-22-1840
191200,PU+WPS,2,11200390|WPS-820-52650
161274,PU+VTWIN,2,20100745|VT-33-1606
120411C,PU+VTWIN,2,20100782|VT-33-1163
77898,VTWIN,2,VT-49-1785|VT-14-0824
10003,WPS,2,WPS-58-5370|WPS-85-2008
328087,PU+VTWIN,2,VT-37-8529|03650029
20033,PU+VTWIN,2,04110178|VT-32-2004
NDP38061,VTWIN+WPS,2,VT-32-9639|WPS-850-08407
78680,PU+VTWIN,3,VT-15-8680|VT-15-1768|09347522
JGI2627380AM,PU+VTWIN,2,DS174429|VT-15-0953
18429,VTWIN+WPS,2,VT-32-8429|WPS-865-01418
NA1750631,PU+VTWIN+WPS,3,21200406|WPS-850-08118|VT-32-7438
260128S16,PU+VTWIN,2,VT-20-0346|12010231
70251,PU+VTWIN,2,21070201|VT-32-3101
20200,PU+VTWIN,4,08200259|VT-25-0633|VT-16-0603|VT-28-0987
20781,WPS,2,WPS-57-020781|WPS-865-01038
792108,PU+WPS,2,21100327|WPS-279-2108
77464,VTWIN,2,VT-15-7464|VT-50-0010
206589SRBLED,VTWIN+WPS,2,WPS-820-0376R|VT-33-3047
50355,PU+VTWIN,2,06360575|VT-25-2291
202053C,PU+VTWIN,2,09261986|VT-11-0999
JGI3491799,PU+VTWIN,2,DS173191|VT-15-1232
7542,PU+VTWIN,2,17416261|VT-40-0245
C9693,PU+VTWIN,2,09341356|VT-15-0480
210209K,PU+VTWIN,2,21060252|VT-32-1699
794005,PU+WPS,2,21100995|WPS-279-2205
210209GB,PU+VTWIN,2,21060225|VT-32-1362
NFATO3,PU+VTWIN+WPS,3,21300084|WPS-850-08415|VT-32-6562
70267,PU+VTWIN,2,21070309|VT-12-7026
801017,PU+WPS,2,21101102|WPS-280-1151
327093,PU+VTWIN+WPS,3,WPS-232-7093|VT-37-8888|03650055
792112,PU+WPS,2,21101100|WPS-279-2111
K1611,PU+VTWIN,2,VT-11-9731|K1611
202160,PU+VTWIN,2,VT-17-8229|DS199410
792111,PU+WPS,2,21101099|WPS-279-1103
JGI3680179,PU+VTWIN,2,DS174326|VT-15-1050
46467,PU+VTWIN+WPS,3,78053045|WPS-820-32018|VT-23-0555
E250091BT3,PU+VTWIN,2,21130664|VT-32-1908
NHCXJ08,PU+VTWIN,2,21200368|VT-32-6677
NHCXJ15,PU+VTWIN,2,21200370|VT-32-6679
11420,VTWIN+WPS,2,VT-16-0049|WPS-57-6302
NHD7267311,PU+VTWIN+WPS,3,21200676|WPS-850-08793|VT-32-5057
NOBPPCB,PU+VTWIN,2,21200811|VT-32-5062
1013040017,PU+VTWIN,2,VT-36-0760|DS223913
HZ030001,PU+WPS,2,21201390|WPS-28-61025
