normalized_part_number,vendor_combo,member_count,skus
77324,VTWIN,2,VT-15-7324|VT-26-0117
762,VTWIN,3,VT-47-2206|VT-42-0700|VT-47-2205
1066068,PU+VTWIN,2,VT-12-5240|09250512
P776005,VTWIN+WPS,2,WPS-820-1963|VT-27-0702
18505,PU+VTWIN,2,10100179|VT-34-0178
F510646ME,PU+VTWIN,2,20401963|VT-50-0046
F510646CE,PU+VTWIN,2,20401964|VT-50-0045
62054,PU+VTWIN,2,07050031|VT-35-9353
E210214K,PU+VTWIN,2,21060248|VT-32-1088
210209GBK,PU+VTWIN,2,21060253|VT-32-1690
T030150,PU+VTWIN,2,07110213|VT-40-0830
76387,PU,2,20300171|08030230
E210214GBK,PU+VTWIN,2,21060250|VT-32-1698
76705F,PU+VTWIN,2,21070053|VT-42-0168
110296K,PU+WPS,2,11070036|WPS-820-2670
70277,VTWIN,2,VT-15-7027|VT-42-0300
JGI3523136,PU+VTWIN,2,DS174892|VT-14-0638
77971,VTWIN,2,VT-15-7971|VT-32-1725
78283,VTWIN,2,VT-15-8283|VT-42-1200
V30HTCBB,PU+WPS,2,06303420|WPS-206-40114
H070574S,PU+VTWIN,2,06102302|VT-26-0973
JGI4584377,PU+VTWIN,2,DS173420|VT-14-0652
241003,PU+WPS,2,06020400|WPS-820-1347C
78587,VTWIN,2,VT-15-8587|VT-17-8084
4731SK2,PU+VTWIN,2,DS360108|VT-20-0623
A3512936,PU+VTWIN,2,VT-12-0918|DS188066
H0707892,PU+VTWIN,2,VT-26-2218|06101873
202036M,PU+VTWIN,2,09262279|VT-11-2313
110050,PU+VTWIN+WPS,4,06580009|WPS-57-10050|VT-31-0338|VT-36-0610
JGI1703478S,PU+VTWIN,2,DS174982|VT-15-1188
E250091BD2,PU+VTWIN,2,VT-32-1866|21130665
JGI1677763,PU+VTWIN,2,DS174479|VT-15-0989
352102,PU+VTWIN,2,24010689|VT-37-9541
216326,PU+VTWIN,2,VT-10-8139|09250113
88461,PU+VTWIN+WPS,3,09310822|WPS-820-51547|VT-11-1195
E250091BT5,PU+VTWIN,2,21130668|VT-32-1910
E250091BT2,PU+VTWIN,2,21130663|VT-32-1907
148138,PU+VTWIN,2,21100205|VT-18-8307
323499,PU+WPS,2,03650046|WPS-232-3499
AH4620,VTWIN,2,VT-33-0141|VT-33-1823
E250091BD9,PU+VTWIN,2,21130797|VT-32-1978
120002,PU+WPS,2,WPS-12-0002|04030165
770044CKNU,PU+VTWIN,2,35010258|VT-31-0818
6482010,VTWIN+WPS,2,VT-11-0177|WPS-865-02032
6482020,VTWIN+WPS,2,VT-11-0178|WPS-865-02033
H070591N,PU+VTWIN,2,06102308|VT-26-0964
6127020,VTWIN+WPS,2,VT-11-0187|WPS-865-02023
792105,PU+WPS,2,21100072|WPS-279-2105
792106,PU+WPS,2,21100073|WPS-279-2106
801004,PU+VTWIN+WPS,3,21100446|VT-32-5118|WPS-280-1004
40120,PU+VTWIN,2,16100526|VT-32-6672
102031,PU+VTWIN,2,21020220|VT-32-0513
120049RW,PU+WPS,2,WPS-820-0386|20300016
103070B,PU+WPS,2,06040235|WPS-812-52401
E250091BD1,PU+VTWIN,2,21130662|VT-32-1846
110042,PU+VTWIN+WPS,3,WPS-57-10042|VT-36-2416|06580005
77432,VTWIN,2,VT-15-7432|VT-24-1063
NM334820802,PU+VTWIN+WPS,3,21200328|WPS-850-08328|VT-32-9687
76722,PU+VTWIN,2,08010745|VT-10-0786
8636,VTWIN+WPS,2,WPS-56-8636|VT-43-0145
512HF,PU+VTWIN,2,17220738|VT-23-4550
201401,PU+WPS,2,12102669|WPS-820-51160
500751B,PU+WPS,2,WPS-812-55001|16202278
BA051211,PU+WPS,2,22110170|WPS-27-5797BK
23145,VTWIN+WPS,2,WPS-820-50573|VT-15-0228
352118,PU+VTWIN,2,24010697|VT-37-9535
H070593,PU+VTWIN,2,06101682|VT-26-0000
MDP3B,PU+VTWIN+WPS,3,21200310|WPS-850-08047|VT-32-6539
352018,PU+VTWIN,2,24010715|VT-37-9533
781212,PU+WPS,2,WPS-830-1181|DS189812
500761,PU+WPS,2,WPS-812-55004|16202281
MCCBR4,VTWIN+WPS,2,WPS-275-01013|VT-32-0436
46468,PU+VTWIN+WPS,3,78053040|WPS-820-32020|VT-23-0582
JGI12026B,PU+VTWIN,2,VT-14-0608|DS194455
NNSEP01,PU+VTWIN+WPS,3,VT-37-1075|11050236|WPS-850-08980
77460,PU+VTWIN,2,21070329|VT-15-7460
C8042T,PU+WPS,2,WPS-830-1061|24010295
B160728MB,PU+VTWIN,2,17010755|VT-23-2357
781114,PU+WPS,2,WPS-830-1180|DS193811
JGI12066,PU+VTWIN,2,VT-14-0665|DS194084
D110307,PU+VTWIN,2,07100284|VT-40-1103
78647,VTWIN,2,VT-32-1845|VT-15-8647
78270,VTWIN,2,VT-15-8270|VT-38-0987
NM334720801,PU+VTWIN+WPS,3,21200319|WPS-850-08312|VT-32-9678
27361,PU+WPS,2,04040307|WPS-830-1164
440520,PU+VTWIN,2,VT-12-1313|11060232
78260,VTWIN,3,VT-15-8260|VT-15-8259|VT-42-0787
61126,VTWIN,2,VT-54-0105|VT-12-1188
304,PU+VTWIN,2,17420046|VT-43-0198
78291,VTWIN,2,VT-42-1192|VT-15-8291
A8905,PU+VTWIN,2,09240586|VT-12-0398
323057,PU+VTWIN,2,07100255|VT-40-0024
H070574SMB,PU+VTWIN,2,06102303|VT-26-0974
84889,PU+VTWIN,2,04140527|VT-24-1243
W160333,PU+VTWIN,2,02140450|VT-37-0041
20358,PU+VTWIN,2,04150051|VT-45-0714
2620491A,PU+VTWIN,2,09320189|VT-12-9929
H0707804,PU+VTWIN,2,06150273|VT-26-2224
NWR110020,PU+WPS,2,21201313|WPS-850-09209
26388,PU+WPS,2,24010913|WPS-830-1106
L216094,PU+VTWIN,2,20010278|VT-33-1245
A25313SET,PU+VTWIN,2,09500364|VT-12-1509
R122RS,PU+VTWIN,2,11320198|VT-12-0341
120201,PU+VTWIN,2,09066316|VT-33-0615
594,PU+VTWIN,2,07060005|VT-8206-9
87972,PU+VTWIN+WPS,3,04140528|WPS-820-52289|VT-24-1378
71541,PU+VTWIN,2,02100356|VT-30-0208
DR3B,PU+VTWIN+WPS,3,21200042|WPS-850-08007|VT-32-9607
030320ABA,PU+VTWIN+WPS,3,07030815|WPS-820-2307|VT-38-1739
A6767B,PU+VTWIN,2,09270008|VT-12-0715
9015,PU+VTWIN+WPS,3,VT-23-9115|WPS-811-09015|18610403
70257,VTWIN,2,VT-32-3103|VT-32-0121
110066,PU+WPS,2,17416839|WPS-57-10066
1703286MLS,PU+WPS,2,09341587|WPS-681-5220
110067,PU+VTWIN+WPS,3,17416845|WPS-57-10067|VT-36-2570
P9658,PU+WPS,2,24010307|WPS-830-1068
0610,PU+WPS,2,WPS-60-1305|08220614
P8815,PU+WPS,2,DS175021|WPS-830-1032
1235,PU+VTWIN,2,09270043|VT-27-0900
JGI12074,PU+VTWIN,2,09350123|VT-14-0696
3026,PU+WPS,2,24010203|WPS-811-03026
354,PU+VTWIN,2,17420109|VT-25-2201
JGI3495575X,PU+VTWIN,2,DS174961|VT-15-1153
2070,PU+WPS,2,09250436|WPS-811-02070
1002,PU+VTWIN,2,09250514|VT-49-0945
4000,PU+WPS,2,09290005|WPS-811-04000
H070601MB,PU+VTWIN,2,06100793|VT-26-0010
ST80082,VTWIN,2,VT-33-1096|VT-33-1036
4061,PU+WPS,2,09290018|WPS-811-04061
5607,PU+VTWIN,2,10103342|VT-27-0230
3075,PU+WPS,2,07100272|WPS-85-03075
3048,PU+WPS,2,24010816|WPS-811-03048
7088,PU+VTWIN,2,09251061|VT-17-0097
5523,PU,2,10103149|17411033
600,PU+WPS,4,07110063|DS305504|WPS-571-6110|21200547
JGI1705499,PU+VTWIN,2,VT-15-1350|20112101
76716,PU+VTWIN,2,08010769|VT-26-0415
2020412,PU+WPS,2,24010578|WPS-191-57096
1008,PU+WPS,2,09250429|WPS-132-7015
3033,PU+VTWIN,2,24010874|VT-31-4186
352100,PU+VTWIN,2,24010688|VT-37-9545
PCC1311,PU+VTWIN,2,12040112|VT-20-4022
NU3426,PU+VTWIN,2,VT-34-0984|DS289514
1000,PU+VTWIN,2,09250670|VT-23-0437
1217,PU+VTWIN,2,09300237|VT-34-2706
JGI3680187X,PU+VTWIN,2,DS174539|VT-15-1230
5421,PU,2,10103135|06510416
352015,PU+VTWIN,2,24010712|VT-37-9532
20049,VTWIN+WPS,2,VT-32-0354|WPS-85-1036
53129,PU+VTWIN+WPS,3,06360267|WPS-194-53129|VT-31-0737
P101407,PU+WPS,2,24010277|WPS-830-1038
3042,PU+WPS,2,24010813|WPS-811-03042
A4356035A,PU+VTWIN,2,02130387|VT-12-0720
GBDU003,PU+WPS,2,17104923|WPS-17-DU003
MDP6B,PU+VTWIN+WPS,3,VT-32-6540|WPS-850-08049|21200397
NA1740562,PU+VTWIN+WPS,3,VT-32-6541|WPS-850-08119|21200401
78636,VTWIN,2,VT-28-0667|VT-15-8636
3303176L,PU+VTWIN,2,DS174297|VT-17-6010
24761,PU+VTWIN,2,DS194273|VT-10-0631
700000,PU+WPS,2,WPS-70-7000|11070647
8960,PU+VTWIN,2,11200242|VT-7134-8
1370,PU,2,DS199555|09250748
1020,PU+VTWIN+WPS,4,DS325780|WPS-85-01020|VT-17-1020|09250673
1747,PU+VTWIN,2,02140838|VT-32-7126
8600,PU+VTWIN,2,11030064|VT-17-2147
8611,PU+VTWIN,2,11030066|VT-17-2149
8612,PU+VTWIN,2,11030067|VT-17-2150
P104808,PU+WPS,2,24011001|WPS-830-1090
2401780,PU+VTWIN,2,DS198836|VT-12-0610
77445,VTWIN,2,VT-22-1679|VT-15-7445
7003,VTWIN,2,VT-22-0965|VT-11-0109
24621,PU+VTWIN,2,DS194369|VT-10-0634
24561,PU+VTWIN,2,DS194107|VT-10-0645
E210218,PU+VTWIN,2,21060548|VT-32-0451
5401,PU+VTWIN,3,19010419|10102831|VT-33-5401
24741,PU+VTWIN,2,DS194272|VT-10-0630
3303180,PU+VTWIN,2,DS174298|VT-17-6020
71188,VTWIN,2,VT-40-1188|VT-30-0112
62141,PU+VTWIN,2,VT-14-0701|13040340
O390303Z,PU+VTWIN,2,24011601|VT-37-1087
5810,VTWIN+WPS,2,WPS-57-05810|VT-16-1184
8020,PU+WPS,2,WPS-56-8020|24010127
73101,PU+VTWIN,2,VT-46-0124|21020484
3067,PU+VTWIN,2,24011102|VT-30-1915
H070595NMB,PU+VTWIN,2,06102318|VT-26-0969
40039,PU+WPS,2,20402028|WPS-820-27502
JGI6054706K,PU+VTWIN,2,09341201|VT-15-1264
JGI1704292X,PU+VTWIN,2,09341726|VT-15-1359
NA14803500,PU+VTWIN+WPS,3,21200417|WPS-850-08152|VT-32-8032
JGI1677084A,PU+VTWIN,2,DS174924|VT-15-0414
JGI1704798,PU+VTWIN,2,DS173219|VT-15-1235
JGI2522570K,PU+VTWIN,2,DS173319|VT-15-0871
O390302Z,PU+VTWIN,2,24011600|VT-37-1086
JGI92FLHR,PU+VTWIN,2,DS173382|VT-15-1226
JGI3490194K,PU+VTWIN,2,DS174952|VT-15-0875
105125G,PU+WPS,2,WPS-812-52313|04040566
120025,PU+VTWIN+WPS,3,VT-33-0407|WPS-12-0250|24010390
JGI1677766SX,PU+VTWIN,2,DS174980|VT-15-1122
JGI1703890,PU+VTWIN,2,DS173315|VT-15-0847
JGI54XL,PU+VTWIN,2,DS173407|VT-15-0849
JGI81FL,PU+VTWIN,2,DS173374|VT-15-0854
JGI1795548FL,PU+VTWIN,2,DS194493|VT-14-0667
NCBH01C,PU+VTWIN+WPS,3,VT-32-1917|21200973|WPS-850-08654
JGI1735884A,PU+VTWIN,2,DS174413|VT-15-1002
JGI1704192A,PU+VTWIN,2,DS174532|VT-15-0808
JGISE1,PU+VTWIN,2,DS174743|VT-15-1075
JGI4584975,PU+VTWIN,2,DS174785|VT-14-0041
JGI4584971,PU+VTWIN,2,DS174787|VT-14-0039
JGI12050K,PU+VTWIN,2,DS174907|VT-15-1166
JGI3523039K,PU+VTWIN,2,DS174909|VT-15-1164
JGI11133V2,PU+VTWIN,2,DS194458|VT-14-0671
JGI6111177,PU+VTWIN,2,DS174516|VT-15-1066
28021M,VTWIN,2,VT-11-0163|VT-11-1735
500748B,PU+WPS,2,WPS-812-02134|16030389
204171R,PU+VTWIN,2,09260126|VT-11-6018
202121,PU+WPS,2,09260319|WPS-191-57052
323056,PU+VTWIN,2,VT-40-0023|07100254
202036C,PU+VTWIN,2,09261983|VT-11-0979
346,PU+VTWIN,2,VT-25-3460|17420369
202021M,PU+VTWIN,2,09262267|VT-11-2301
202029M,PU+VTWIN,2,09262273|VT-11-2307
202064M,PU+VTWIN,2,09262290|VT-11-2334
2022100,PU+VTWIN,2,09263309|VT-11-2337
2022550,PU+VTWIN,2,09263316|VT-11-2026
2020810,PU+WPS,2,09230367|WPS-191-57083
204322,PU+WPS,2,09260761|WPS-191-57039
2020132,PU+VTWIN+WPS,3,09260802|WPS-191-27003S|VT-13-2085
202210,PU+VTWIN,2,09260799|VT-13-2210
204321,PU+VTWIN+WPS,3,DS199765|WPS-191-57004|VT-11-1020
10SC541,PU+WPS,2,09260324|WPS-191-57095
NTBW32700050A,PU+VTWIN+WPS,3,WPS-850-08212|VT-36-0794|21300349
202332C,PU+VTWIN,2,09260707|VT-11-1041
202034,PU+WPS,2,09261981|WPS-191-57021
202038,PU+VTWIN,2,09261984|VT-11-0964
202056C,PU+VTWIN+WPS,3,09261991|WPS-191-57049C|VT-11-1001
202068C,PU+VTWIN,2,09262004|VT-11-1009
202039M,PU+VTWIN,2,09262281|VT-11-2315
202054M,PU+VTWIN,2,09262285|VT-11-2329
202062C,PU+VTWIN+WPS,3,09260758|WPS-191-57023C|VT-11-1005
510054,PU+VTWIN,2,09260774|VT-11-2021
2022150,PU+VTWIN,2,09263310|VT-11-2024
200645,PU+VTWIN,2,09230468|VT-10-0765
202132,PU+WPS,2,09260722|WPS-191-57031
202133,PU+WPS,2,09260726|WPS-191-57032
202061C,PU+VTWIN+WPS,3,09260756|WPS-191-57014C|VT-11-1004
202028C,PU+VTWIN,2,09261978|VT-11-0972
204194,PU+VTWIN+WPS,3,VT-11-6001|DS198971|WPS-191-17003
202029C,PU+VTWIN,2,09261980|VT-11-0973
202022M,PU+VTWIN,2,09262268|VT-11-2302
202033M,PU+VTWIN,2,09262277|VT-11-2311
202038M,PU+VTWIN,2,09262280|VT-11-2314
710114,PU+WPS,2,09263205|WPS-191-37021
2022400,PU+VTWIN,2,09263313|VT-11-2338
160042,PU+VTWIN+WPS,4,VT-28-0418|WPS-820-2691|VT-28-0416|07100084
76981,PU+VTWIN,2,08010843|VT-44-0404
204169,PU+VTWIN,2,DS198973|VT-11-6014
MDR3B,PU+VTWIN+WPS,3,21200311|WPS-850-08041|VT-32-6537
160903,PU+VTWIN,2,22120104|VT-33-2026
SPC012,PU+VTWIN,2,24040048|VT-37-0462
JGI1705305X,PU+VTWIN,2,09341595|VT-15-1340
JGI6056790F,PU+VTWIN,2,09342120|VT-15-1421
BA072010,PU+WPS,2,22120892|WPS-28-61050
78500,VTWIN,2,VT-47-0372|VT-15-8500
BA053001,PU+WPS,2,22120788|WPS-28-61007
BA053111,PU+WPS,2,22120815|WPS-28-61009
BA051221,PU+WPS,2,22110171|WPS-27-5798S
BA050907,PU+WPS,2,22100496|WPS-28-61013
70008,PU+VTWIN,2,24040633|VT-45-0336
466002,PU+VTWIN+WPS,4,VT-35-1889|VT-35-1068|WPS-22-66002|10500451
310010,PU+VTWIN,2,310010|VT-10-0030
PCC128,PU+VTWIN,2,12040129|VT-20-0479
PS750,PU+VTWIN,2,22145003|VT-19-0569
DEI2113EB,PU+WPS,2,14010986|WPS-827-05060
PCC136118,PU+VTWIN,2,12040119|VT-20-4004
86265,PU+VTWIN,2,17310416|VT-23-1825
102028,PU+VTWIN+WPS,3,21020213|VT-32-7573|WPS-820-60405
120012,PU+VTWIN+WPS,4,120012|WPS-12-0012|VT-33-0504|04030176
2020920,PU+WPS,2,09262947|WPS-191-17035
BDLSPC13320,PU+VTWIN,2,12040053|VT-20-0787
2076,PU+WPS,2,09240239|WPS-811-02076
191319,PU+VTWIN+WPS,3,12102670|WPS-820-54693|VT-19-0607
C9147,PU+VTWIN+WPS,3,09341207|WPS-68-9147|VT-15-1514
MC200,VTWIN+WPS,2,WPS-62-5110|VT-41-1036
202130C,PU+VTWIN+WPS,3,09260717|VT-11-1188|WPS-191-57029C
50820,PU+WPS,2,10102701|WPS-194-50820
JGI11377K,PU+VTWIN,2,VT-15-1273|09350107
BA077400,PU+WPS,2,22120905|WPS-28-61020
JGI1705405,PU+VTWIN,2,09341718|VT-15-1353
20309,VTWIN+WPS,2,VT-25-0052|WPS-830-0315
77598,PU+VTWIN,2,08210991|VT-15-0538
103070TIN,PU+WPS,2,06040238|WPS-812-52400
NTI45TRI,PU+WPS,2,WPS-850-09231|20500504
NU3413,PU+VTWIN,2,DS289504|VT-34-0905
H070592,PU+VTWIN,2,06100794|VT-26-0952
EV180,PU+VTWIN,2,VT-20-0930|DS360404
C6132T,PU+WPS,2,24010288|WPS-830-1065
JGI1703140,PU+VTWIN,2,DS173367|VT-15-1182
105420,PU+WPS,2,04040626|WPS-812-52320
C8041T,PU+WPS,2,WPS-830-1060|24010294
H070591,PU+VTWIN,2,06100790|VT-26-0325
986924,PU+WPS,2,19133009|WPS-830-1194
NMLRT01,VTWIN+WPS,2,WPS-850-08125|VT-16-1618
600034AK,VTWIN+WPS,2,VT-34-6023|WPS-820-0813
78276,VTWIN,2,VT-40-0051|VT-15-8276
NMCON04P,PU+WPS,2,WPS-850-08213|21201210
83445,PU+VTWIN,2,17010180|VT-23-3051
9042,PU+VTWIN,2,22120610|VT-23-9142
JGI3303041,PU+VTWIN,2,DS173370|VT-15-1418
A3414036,PU+VTWIN,2,DS194214|VT-17-0135
6311CRK,PU+WPS,2,07050033|WPS-274-0503
258120,PU+VTWIN,2,DS199403|VT-17-8120
102110TIN,PU+WPS,2,WPS-812-02115|06401670
A10998,PU+VTWIN,2,11320286|VT-12-0951
ND15497399,PU+WPS,2,21201212|WPS-850-08215
6521,PU+WPS,2,WPS-82-96349|18011302
6478B,PU+WPS,2,WPS-82-96397|18002293
1023030024,PU+VTWIN,2,DS223987|VT-36-1504
61022,PU+VTWIN,2,16201482|VT-45-0109
110015,VTWIN,2,VT-36-0408|VT-40-0015
NTBWX12,PU+VTWIN,2,21200246|VT-32-1206
76782,PU+VTWIN,2,08020530|VT-23-0969
76388,PU+VTWIN,3,08020325|20300172|VT-33-0460
78138,PU+VTWIN,2,VT-17-9989|DS189967
352116,PU+VTWIN,2,VT-37-9534|24010696
DSK61,PU+VTWIN+WPS,3,DSK61|WPS-133-3003|VT-32-0801
6311CRL,PU+WPS,2,21070000|WPS-274-0508
112339P,PU+VTWIN,2,10030196|VT-35-0150
193090,PU+VTWIN,2,12010105|VT-20-3090
204329C,PU+WPS,2,09262031|WPS-191-57064C
2021018K,PU+WPS,2,09263019|WPS-191-17045
IN250,PU+VTWIN,2,VT-20-0935|DS360424
H070591SMB,PU+VTWIN,2,06102311|VT-26-0978
62072RS,PU+VTWIN,2,11060010|VT-12-0587
IN750,PU+VTWIN,2,VT-20-0937|DS360426
77002,VTWIN+WPS,2,VT-31-0845|WPS-276-02080
102032,PU+VTWIN,2,21020219|VT-32-0514
V30HTCHH,PU+WPS,2,06303424|WPS-206-40118
120009,WPS,2,WPS-820-50530|WPS-12-0009
70289,VTWIN,2,VT-32-3093|VT-17-0900
40353,PU+VTWIN,2,20101497|VT-73-353
105410G,PU+WPS,2,04040625|WPS-812-52319
105420G,PU+WPS,2,04040628|WPS-812-52322
81000,PU,2,10102102|07100281
A6750,PU+VTWIN,2,11060021|VT-10-1257
102120TIN,PU+WPS,2,06401673|WPS-812-02120
70263,PU+VTWIN,2,21070303|VT-37-7032
102100,PU+WPS,2,06401665|WPS-812-02110
2021045,PU+VTWIN+WPS,3,WPS-191-58016|VT-11-1101|24011107
GB053170,PU+WPS,2,17220973|WPS-17-53170
030026B,PU+VTWIN,2,07030431|VT-38-0539
190388,PU+VTWIN,2,78050076|VT-42-0453
78112,PU+VTWIN,2,14050085|VT-32-1402
291321,PU+VTWIN,2,16021508|VT-21-1344
C320431B,PU+VTWIN,2,05100216|VT-27-1032
C770078,PU+VTWIN,2,15100157|VT-50-1210
080070,VTWIN+WPS,2,VT-16-1729|WPS-57-8070
40375,PU+VTWIN,2,10102896|VT-73-375
3303176E,PU+VTWIN,2,DS174296|VT-17-6009
286113,PU+VTWIN,2,08200010|VT-13-9236
H070593N,PU+VTWIN,2,06102321|VT-26-0970
78658,VTWIN,2,VT-14-8658|VT-33-1943
76712,PU+VTWIN,2,08010765|VT-39-0730
NHCXMB15,PU+VTWIN,2,21200224|VT-32-6655
C9976,PU+VTWIN,2,09341662|VT-15-1375
202120C,PU+VTWIN+WPS,3,09260716|WPS-191-57051C|VT-11-1182
A2465887,PU+VTWIN,2,09240267|VT-10-1283
102120,PU+WPS,2,06401671|WPS-812-02116
420107,PU,2,02130559|16230560
96781,VTWIN+WPS,2,VT-37-6781|WPS-820-54495
JGI11133FLH,PU+VTWIN,2,DS194486|VT-14-0669
H0707802,PU+VTWIN,2,06100586|VT-26-2220
7812,VTWIN,2,VT-28-0150|VT-43-0233
H0707891,PU+VTWIN,2,06101872|VT-26-2239
JGI1677648XF,PU+VTWIN,2,09343141|VT-15-1440
1013040009,PU+VTWIN,2,DS223911|VT-36-0709
17923,PU+VTWIN,2,18000448|VT-32-9060
6291CH,PU+VTWIN,2,DS390213|VT-35-9094
202050M,PU+VTWIN,2,09262282|VT-11-2326
7061,PU+VTWIN+WPS,3,09320024|WPS-811-07061|VT-54-0410
84517,PU+VTWIN,2,17020124|VT-23-0276
JGI6054706F,PU+VTWIN,2,09341626|VT-15-1417
F510645M,PU+WPS,2,20400587|WPS-820-0401
76244,PU+VTWIN,2,VT-34-0394|08020520
JGI1747538,PU+VTWIN,2,DS174414|VT-14-0620
JGI3774167K,PU+VTWIN,2,DS174456|VT-15-1238
334249,PU+VTWIN,2,09320128|VT-12-9909
901914,PU,2,09344753|06016154
73100,PU+VTWIN,2,21020483|VT-46-0117
B160723MB,PU+VTWIN,2,17010696|VT-23-2353
200210,PU+WPS,2,DS189140|WPS-812-02040
212267,PU+VTWIN,2,09250293|VT-10-2267
3532238,PU+VTWIN,2,DS194252|VT-10-0738
NU3412,PU+VTWIN,2,VT-34-0904|DS289502
JGI2541699KT,PU+VTWIN,2,11050038|VT-15-1384
76969,PU+VTWIN,2,08010845|VT-16-0118
79067,PU+VTWIN,2,08050028|VT-50-0353
2024450,PU+VTWIN,2,35500438|VT-31-1582
2021021,PU+VTWIN+WPS,3,09262957|WPS-191-57071|VT-11-1221
420100,PU+VTWIN,3,11060081|VT-12-1305|16230555
77412,VTWIN,2,VT-15-7412|VT-49-4133
2041951,PU+VTWIN,2,09260782|VT-11-6016
NHD69200722,PU+VTWIN+WPS,3,21200894|WPS-850-08792|VT-32-5060
BA053011,PU+WPS,2,22120789|WPS-28-61006
SPC023,PU+VTWIN,2,24040055|VT-37-0466
NHD7023304A,PU+VTWIN,2,21201237|VT-32-2228
301711,PU+VTWIN,2,09401179|VT-42-1082
258080,PU+VTWIN,2,DS199402|VT-17-8080
V30HTCBZ,PU+WPS,3,06303422|WPS-206-40101|WPS-206-40116
A2498300,PU+VTWIN,2,09500224|VT-12-0392
251366,PU+WPS,2,A251366|WPS-22-51366
77685,VTWIN,2,VT-31-1351|VT-31-1353
291137,PU+WPS,2,05100378|WPS-820-0542
DC81,PU+VTWIN,2,DC81|VT-32-8086
3073010013,PU+VTWIN,2,DS223472|VT-18-3695
JGI2707778,PU+VTWIN,2,DS174492|VT-15-1086
302,PU+VTWIN,2,DS098302|VT-43-0359
354128,PU+VTWIN,2,16201333|VT-27-1009
C9690,PU+VTWIN,2,DS172088|VT-15-0477
110069,PU+WPS,2,17416847|WPS-57-10069
H070592SMB,PU+VTWIN,2,06102315|VT-26-1049
JGI1702970A,PU+VTWIN,2,DS173323|VT-15-0803
JGI1702848,PU+VTWIN,2,DS173326|VT-15-0801
20351,PU+VTWIN,2,04150038|VT-45-0409
JGI4573348,PU+VTWIN,2,DS173348|VT-14-0651
JGI1863348D,PU+VTWIN,2,DS173376|VT-15-0926
6331CH,PU+VTWIN,2,DS390285|VT-35-0420
JGI3303170,PU+VTWIN,2,DS173418|VT-15-0836
208650,PU+VTWIN,2,DS199417|VT-17-8501
JGI6386906,PU+VTWIN,2,09341197|VT-15-1275
A35327SET,PU+VTWIN,2,DS194184|VT-17-1132
JGI2707778X,PU+VTWIN,2,DS173446|VT-15-1144
JGI2905988X,PU+VTWIN,2,DS173441|VT-15-1147
81190,VTWIN+WPS,2,WPS-820-51515|VT-35-9356
JGI1795548,PU+VTWIN,2,DS173468|VT-15-1138
H070595MB,PU+VTWIN,2,06101954|VT-26-0005
C770100GB,PU+VTWIN,2,15100319|VT-37-1159
120021,PU,2,120021|04030183
JGI3565279X,PU+VTWIN,2,DS174133|VT-15-1207
D110298,PU+WPS,2,11070324|WPS-820-2629
PV31504,PU+WPS,2,WPS-133-4033|10204288
1091,PU+WPS,2,WPS-85-01091|09251058
JGI2699586A,PU+VTWIN,2,DS174368|VT-14-0624
K1606,PU+VTWIN,2,VT-11-9726|K1606
JGI1677385T,PU+VTWIN,2,DS174404|VT-15-1083
A4329182,PU+VTWIN,2,DS195413|VT-44-2028
JGI3132180,PU+VTWIN,2,DS174442|VT-15-0966
JGI1735386,PU+VTWIN,2,DS174483|VT-15-0991
JGI6583468X,PU+VTWIN,2,DS174746|VT-15-1073
JGI1677648,PU+VTWIN,2,DS174410|VT-15-0986
1013040014,PU+VTWIN,2,DS223917|VT-36-2506
A2558293,PU+VTWIN,2,09240275|VT-10-8536
JGI3495575,PU+VTWIN,2,DS174015|VT-15-0912
JGI3680187A,PU+VTWIN,2,DS174372|VT-15-1051
JGI3602536,PU+VTWIN,2,DS174899|VT-15-1049
JGI1677066X,PU+VTWIN,2,DS174911|VT-15-1011
JGI1677385,PU+VTWIN,2,DS174912|VT-15-1082
JGI3490179,PU+VTWIN,2,DS174958|VT-15-0909
JGI6054036K,PU+VTWIN,2,DS174968|VT-15-0844
JGI1703438,PU+VTWIN,2,DS174975|VT-15-0820
C8014,PU+VTWIN,2,DS193860|VT-37-8985
13401,PU+VTWIN,2,06400490|VT-39-0108
579H.CT,PU+VTWIN,2,17211760|VT-23-1785
JGI3303185,PU+VTWIN,2,DS173243|VT-15-0841
A10991,PU+VTWIN,2,11060082|VT-12-1304
47219,PU,2,17411682|18000752
JGI1735584A,PU+VTWIN,2,DS174411|VT-15-0996
JGI12051,PU+VTWIN,2,DS174342|VT-14-0617
G320323,PU+VTWIN,2,12020069|VT-27-1115
92134,PU+WPS,2,DS193768|WPS-830-1128
2400156,PU+VTWIN,2,DS194073|VT-10-8362
A11046,PU+VTWIN,2,DS188027|VT-12-0961
2020700C,PU+VTWIN+WPS,3,09262015|WPS-191-57011C|VT-11-1063
A2555336,PU+VTWIN,2,DS194166|VT-12-1426
A2398518,PU+VTWIN,2,DS194300|VT-12-0201
24711,PU+VTWIN+WPS,3,DS194276|VT-10-0632|WPS-830-0376
A3533756,PU+VTWIN,2,DS194324|VT-12-0932
JGI12049DL,PU+VTWIN,2,DS194417|VT-14-0615
120075,PU+VTWIN+WPS,3,WPS-57-20075|24010558|VT-33-0434
JGI4537887,PU+VTWIN,2,DS194453|VT-14-0648
JGI4751983A,PU+VTWIN,2,DS194463|VT-14-0659
