norm,product_id_a,product_id_b,sku_a,sku_b,vendor_a,vendor_b
080350,39160,85900,WPS-57-80350,VT-16-1765,WPS,VTWIN
126055R,72026,72510,VT-33-1056,VT-33-1920,VTWIN,VTWIN
63002C,94247,94254,VT-44-0239,VT-44-0226,VTWIN,VTWIN
11161,58148,83936,WPS-681-5452,VT-12-0952,WPS,VTWIN
78503,78234,85671,VT-44-0441,VT-15-8503,VTWIN,VTWIN
CM4253,37852,79519,WPS-27-M425,VT-48-1755,WPS,VTWIN
P8859,8742,42590,WPS-830-1069,DS175011,WPS,PU
WT001B,80261,80262,VT-49-2493,VT-49-2492,VTWIN,VTWIN
77350,78395,83332,VT-44-0974,VT-15-7350,VTWIN,VTWIN
71588,16444,78595,VT-45-0752,02100426,VTWIN,PU
CM419,37813,79215,WPS-27-M419,VT-48-0587,WPS,VTWIN
77836,66188,84829,VT-24-1173,VT-14-7836,VTWIN,VTWIN
76161,39111,84976,WPS-57-6213,VT-15-0268,WPS,VTWIN
JGI3490105K,31515,61876,VT-15-1396,09341621,VTWIN,PU
77316,61964,93446,VT-15-7316,VT-39-0654,VTWIN,VTWIN
503,67043,69135,VT-25-5030,VT-30-1909,VTWIN,VTWIN
600077,25959,72964,VT-34-0306,10102842,VTWIN,PU
CM4242,37851,79493,VT-48-1711,WPS-27-M424,VTWIN,WPS
JGI3490179K,31557,85207,DS174954,VT-15-0869,PU,VTWIN
CM4223,37840,79517,VT-48-1753,WPS-27-M422,VTWIN,WPS
CM254,37848,79524,VT-48-1763,WPS-27-M254,VTWIN,WPS
206595B,71729,72127,VT-33-1290,VT-33-0334,VTWIN,VTWIN
78393,72294,85620,VT-33-1624,VT-15-8393,VTWIN,VTWIN
78473,62152,72307,VT-33-1640,VT-15-8473,VTWIN,VTWIN
77758,79792,85564,VT-49-0380,VT-15-7758,VTWIN,VTWIN
600001,4713,72966,VT-34-0309,10102639,VTWIN,PU
61000675,93221,93245,VT-38-0557,VT-38-0868,VTWIN,VTWIN
77769,62026,74305,VT-15-7769,VT-35-0965,VTWIN,VTWIN
77770,62027,87599,VT-15-7770,VT-23-0721,VTWIN,VTWIN
78269,62110,93956,VT-15-8269,VT-42-1745,VTWIN,VTWIN
NFLRP01,34253,54021,WPS-850-09230,20500502,WPS,PU
61000674,93224,93233,VT-38-0596,VT-38-0699,VTWIN,VTWIN
103330,11433,43711,WPS-812-02010,DS240202,WPS,PU
202022,37384,60020,VT-11-0952,WPS-191-57043,VTWIN,WPS
311151,55940,77353,WPS-582-02301,VT-41-0200,WPS,VTWIN
6482040,45212,59765,WPS-865-02035,VT-11-0180,WPS,VTWIN
33262,5986,76917,VT-40-0263,06500002,VTWIN,PU
9908,31117,77431,VT-42-0180,18611647,VTWIN,PU
40110,4659,37955,WPS-274-0010,35011862,WPS,PU
40110,4659,90313,VT-32-0640,35011862,VTWIN,PU
83097B,72443,91876,VT-33-1818,VT-35-1818,VTWIN,VTWIN
2M6164030,45185,60264,VT-11-1361,WPS-865-02007,VTWIN,WPS
63363,64946,73145,VT-34-0733,VT-22-0841,VTWIN,VTWIN
2M6164020,45184,60263,WPS-865-02006,VT-11-1360,WPS,VTWIN
83071,8423,72718,VT-33-4071,08021511,VTWIN,PU
78263,61588,89431,VT-14-8263,VT-28-2262,VTWIN,VTWIN
216355G,25732,59634,09250175,VT-10-8197,PU,VTWIN
78397,80273,85542,VT-49-2518,VT-15-3897,VTWIN,VTWIN
KB305.020,42324,60518,WPS-824-01009,VT-11-2260,WPS,VTWIN
306014,45399,68616,WPS-820-0161,VT-30-0002,WPS,VTWIN
241336,49330,86938,WPS-820-52653,VT-19-0159,WPS,VTWIN
241336,13605,49330,WPS-820-52653,11200435,WPS,PU
241336,13605,86938,VT-19-0159,11200435,VTWIN,PU
140512,2908,58423,WPS-820-2683,21070196,WPS,PU
11344,41277,93174,WPS-817-01850,VT-38-0116,WPS,VTWIN
58835,64737,64952,VT-37-5873,VT-37-5875,VTWIN,VTWIN
50215,27387,65305,VT-23-0806,44020594,VTWIN,PU
A3510552,4493,63082,VT-17-1136,DS195018,VTWIN,PU
20041,4478,80947,VT-51-0274,04110172,VTWIN,PU
510298,45028,60188,WPS-191-27030,VT-11-1232,WPS,VTWIN
510298,31798,45028,WPS-191-27030,09262969,WPS,PU
510298,31798,60188,VT-11-1232,09262969,VTWIN,PU
64393,69294,81480,VT-52-0802,VT-30-4393,VTWIN,VTWIN
HDEG109,81237,95800,VT-51-2036,VT-51-2035,VTWIN,VTWIN
HDEG110,81238,95801,VT-51-2040,VT-51-2039,VTWIN,VTWIN
61031C,81300,81303,VT-52-0097,VT-52-0087,VTWIN,VTWIN
64396,69295,81344,VT-52-0215,VT-30-4396,VTWIN,VTWIN
204168,15206,60874,VT-11-6013,09260783,VTWIN,PU
2041961,19368,60871,VT-11-6107,09260787,VTWIN,PU
204256,9341,60876,VT-11-6015,09260786,VTWIN,PU
9300165,36038,60901,VT-11-7716,09280124,VTWIN,PU
62152,35023,87276,16210687,VT-21-4755,PU,VTWIN
40051,27362,36568,20101348,10102955,PU,PU
NSXHCB36A,34259,49091,WPS-850-08766,21201161,WPS,PU
4124007C,11490,81955,VT-54-2000,DS222000,VTWIN,PU
102027,7330,53439,WPS-820-60404,21020227,WPS,PU
76710,34123,94571,08030401,VT-45-0332,PU,VTWIN
23201,1338,58587,WPS-830-1144,24010435,WPS,PU
822,28816,75578,VT-37-8220,12042730,VTWIN,PU
13222,75675,84043,VT-37-8707,VT-12-1306,VTWIN,VTWIN
78430,82709,85646,VT-8015-4T,VT-15-8430,VTWIN,VTWIN
6009,78025,83677,VT-43-0373,VT-12-0337,VTWIN,VTWIN
76741,79044,83512,VT-47-2204,VT-11-1132,VTWIN,VTWIN
70281,70913,86210,VT-32-1923,VT-17-0903,VTWIN,VTWIN
77965,62087,94414,VT-15-7965,VT-44-0623,VTWIN,VTWIN
78265,62107,87184,VT-15-8265,VT-21-0753,VTWIN,VTWIN
78266,62108,87221,VT-15-8266,VT-21-1342,VTWIN,VTWIN
78481,62160,89373,VT-15-8481,VT-28-0873,VTWIN,VTWIN
78482,62161,78279,VT-15-8482,VT-47-0369,VTWIN,VTWIN
78563,62178,87285,VT-15-8563,VT-22-0131,VTWIN,VTWIN
3300378,36039,59049,VT-10-0529,09290053,VTWIN,PU
212351,19291,59457,VT-10-2351,09250294,VTWIN,PU
212353,25733,59458,VT-10-2353,09250295,VTWIN,PU
212430,12752,59461,VT-10-2430,DS199298,VTWIN,PU
3200402,19265,59533,VT-10-3503,09220119,VTWIN,PU
77352,78381,83338,VT-15-7352,VT-44-0924,VTWIN,VTWIN
500773,11430,51768,WPS-812-02139,16100682,WPS,PU
39909,83362,96326,VT-10-1771,VT-10-0188,VTWIN,VTWIN
JGI6381599,9118,83431,VT-11-0584,DS173248,VTWIN,PU
347,13774,66991,VT-25-3470,17420104,VTWIN,PU
300203,12965,63907,VT-19-0769,12102803,VTWIN,PU
288015,1779,63946,VT-19-8015,DS199175,VTWIN,PU
A2209799,972,83484,VT-11-0856,09130016,VTWIN,PU
94645,64209,88469,VT-20-4645,VT-24-1912,VTWIN,VTWIN
41112,20007,64336,VT-2017-8,10103347,VTWIN,PU
18011,96191,96192,VT-9520-4,VT-9520-4T,VTWIN,VTWIN
3326,7304,78504,VT-44-3326,DS3326,VTWIN,PU
8601,8879,63190,VT-17-2148,11030065,VTWIN,PU
2020090,9396,83545,VT-11-6091,DS198806,VTWIN,PU
2020092,3732,83547,VT-11-6092,DS198807,VTWIN,PU
062013,7949,44334,06550026,WPS-820-70205,PU,WPS
FROM#963713,83589,83591,VT-12-0004,VT-12-0005,VTWIN,VTWIN
73825,83600,84157,VT-12-0156,VT-12-1769,VTWIN,VTWIN
A8906,83689,83720,VT-12-0349,VT-12-0399,VTWIN,VTWIN
6209,13091,83697,VT-12-0361,18010590,VTWIN,PU
A8876A,4523,83700,VT-12-0366,09240585,VTWIN,PU
LM11949,83709,94336,VT-12-0382,VT-44-0406,VTWIN,VTWIN
70252,5023,71065,VT-32-3097,21070286,VTWIN,PU
20158,63176,66798,VT-25-0952,VT-17-2018,VTWIN,VTWIN
5041,43353,92967,WPS-830-5021,VT-37-8992,WPS,VTWIN
66101,27317,66885,VT-25-1753,05020574,VTWIN,PU
50314,5866,66923,VT-25-2002,44020602,VTWIN,PU
2401680,8884,83826,VT-12-0609,DS198835,VTWIN,PU
2250,83844,89510,VT-12-0706,VT-30-0257,VTWIN,VTWIN
A11494,9817,83858,VT-12-0753,09250283,VTWIN,PU
A2403903,8714,83877,VT-12-0817,09500361,VTWIN,PU
4002,83886,95760,VT-12-0901,VT-51-0991,VTWIN,VTWIN
A11096,1591,83908,VT-12-0923,DS188029,VTWIN,PU
A11067,1598,83913,VT-12-0928,DS188022,VTWIN,PU
A11177,4487,83929,VT-12-0946,DS188039,VTWIN,PU
A3790484,1285,83937,VT-12-0953,DS188073,VTWIN,PU
A3790784,3405,83939,VT-12-0955,DS188075,VTWIN,PU
A3508799A,640,84045,VT-12-1308,11060029,VTWIN,PU
A2640082,372,84080,VT-12-1417,09320075,VTWIN,PU
A2555679,1669,84088,VT-12-1429,DS194169,VTWIN,PU
2632662A,83612,84090,VT-12-1436,VT-12-0174,VTWIN,VTWIN
A25302SET,4447,84118,VT-12-1510,DS194159,VTWIN,PU
A2470354,4371,84128,VT-12-1521,09500288,VTWIN,PU
20194,66774,84136,VT-12-1533,VT-25-0863,VTWIN,VTWIN
3251,20072,84160,VT-12-1779,10120269,VTWIN,PU
A1683054,4349,84180,VT-12-2113,09310317,VTWIN,PU
334241,36067,84230,VT-12-9906,09320124,VTWIN,PU
77834,84827,85025,VT-14-7834,VT-15-0376,VTWIN,VTWIN
A3408779A,642,84296,VT-13-0132,11060048,VTWIN,PU
JGI2685899,9079,84731,DS173232,VT-14-0811,PU,VTWIN
JGI12067A,9129,84782,DS194088,VT-14-0972,PU,VTWIN
76742,79050,84646,VT-14-0583,VT-47-6742,VTWIN,VTWIN
JGI12013A,1554,84650,VT-14-0603,DS174475,VTWIN,PU
JGI12043A,1470,84657,VT-14-0612,DS173506,VTWIN,PU
JGI12044A,3697,84658,VT-14-0613,DS174476,VTWIN,PU
JGI12050,1717,84661,VT-14-0616,DS194476,VTWIN,PU
JGI2622758,1706,84668,VT-14-0623,DS194425,VTWIN,PU
JGI3134180DL,3661,84672,VT-14-0629,DS174486,VTWIN,PU
JGI3403552,1708,84674,VT-14-0631,DS194440,VTWIN,PU
JGI3403636,1547,84675,VT-14-0632,DS174477,VTWIN,PU
JGI4540075,1563,84692,VT-14-0650,DS174540,VTWIN,PU
JGI4587584,3591,84695,VT-14-0654,DS173345,VTWIN,PU
JGI6064174,3680,84701,VT-14-0660,DS194462,VTWIN,PU
JGI6352957,1504,84703,VT-14-0662,DS174310,VTWIN,PU
JGI12045M,9084,84712,VT-14-0677,DS173423,VTWIN,PU
JGI11291,1446,84716,VT-14-0687,DS173208,VTWIN,PU
JGI12077,550,84720,VT-14-0697,09350405,VTWIN,PU
JGI12066A,514,84721,VT-14-0698,09350122,VTWIN,PU
JGI12035B,1471,84736,VT-14-0821,DS173536,VTWIN,PU
MCRLY2,57605,90315,WPS-275-01091,VT-32-0642,WPS,VTWIN
JGI6709687,501,84781,VT-14-0966,09346502,VTWIN,PU
77825,84824,88944,VT-14-7825,VT-27-0440,VTWIN,VTWIN
77835,84828,94449,VT-14-7835,VT-44-0750,VTWIN,VTWIN
S410195006003,84859,84860,VT-15-0109,VT-15-0110,VTWIN,VTWIN
JGI2625741,1569,84874,VT-15-0130,DS174732,VTWIN,PU
S410195010007,84880,84886,VT-15-0139,VT-15-0146,VTWIN,VTWIN
70296,69581,84888,VT-15-0150,VT-32-3109,VTWIN,VTWIN
170347,20065,33202,10120232,17420468,PU,PU
120011B,85000,91130,VT-15-0301,VT-33-0299,VTWIN,VTWIN
63296A,85068,85072,VT-15-0535,VT-15-0547,VTWIN,VTWIN
63074A,85075,85083,VT-15-0586,VT-15-0566,VTWIN,VTWIN
JGI3490685,9127,85148,VT-15-0702,DS174350,VTWIN,PU
JGI6532483A,15108,85153,VT-15-0712,DS174735,VTWIN,PU
JGI1703383,3589,85188,VT-15-0824,DS173342,VTWIN,PU
JGI1704092,1456,85189,VT-15-0825,DS173250,VTWIN,PU
JGI1703383A,1444,85201,VT-15-0859,DS173251,VTWIN,PU
JGI6053881A,434,85224,VT-15-0906,09341722,VTWIN,PU
JGI6056765,9159,85229,VT-15-0915,DS174430,VTWIN,PU
JGI2522536C,1559,85238,VT-15-0928,DS174510,VTWIN,PU
JGI2541670,3705,85243,VT-15-0934,DS174790,VTWIN,PU
JGI3490194,3639,85244,VT-15-0937,DS174322,VTWIN,PU
JGI2624668A,1540,85246,VT-15-0940,DS174427,VTWIN,PU
JGI2627680A,9169,85256,VT-15-0955,DS174829,VTWIN,PU
JGI2627692,1541,85258,VT-15-0957,DS174432,VTWIN,PU
JGI1677663,9686,85271,VT-15-0987,DS174408,VTWIN,PU
JGI1677748,1535,85272,VT-15-0988,DS174420,VTWIN,PU
77827,85273,91246,VT-15-7827,VT-33-1468,VTWIN,VTWIN
JGI1735684,1582,85281,VT-15-0998,DS174916,VTWIN,PU
JGI1735684A,3691,85282,VT-15-0999,DS174412,VTWIN,PU
JGI1735692,3692,85283,VT-15-1000,DS174419,VTWIN,PU
JGI3252136,15106,85307,VT-15-1030,DS174436,VTWIN,PU
JGI3329536,9146,85311,VT-15-1035,DS174895,VTWIN,PU
JGI3456552,9147,85313,VT-15-1037,DS174897,VTWIN,PU
JGI6055980,1544,85325,VT-15-1064,DS174443,VTWIN,PU
JGI6583468A,9167,85343,VT-15-1098,DS174745,VTWIN,PU
JGI6243293,9139,85350,VT-15-1120,DS174520,VTWIN,PU
JGI1677084X,3596,85357,VT-15-1132,DS173439,VTWIN,PU
JGI1795536,9087,85360,VT-15-1137,DS173499,VTWIN,PU
1677084MLS,19528,57490,WPS-681-4480,09340954,WPS,PU
JGI3143384A,3641,85367,VT-15-1151,DS174346,VTWIN,PU
JGI1703583B,3626,85378,VT-15-1169,DS173245,VTWIN,PU
JGI1702686,3625,85379,VT-15-1178,DS181178,VTWIN,PU
JGI1703392,1445,85386,VT-15-1192,DS173275,VTWIN,PU
JGI2607799,3538,85393,VT-15-1206,09342877,VTWIN,PU
JGI3303199,1448,85398,VT-15-1211,DS173238,VTWIN,PU
JGI1677084B,15078,85404,VT-15-1219,DS173438,VTWIN,PU
JGI2526300X,1509,85407,VT-15-1223,DS174347,VTWIN,PU
JGI1704898,9112,85412,VT-15-1236,DS173220,VTWIN,PU
JGI3680506X,3511,85426,VT-15-1261,09341194,VTWIN,PU
JGI3680506F,9000,85427,VT-15-1262,09341195,VTWIN,PU
JGI3560706,3509,85428,VT-15-1263,09350128,VTWIN,PU
JGI2541699F,3514,85439,VT-15-1422,09343435,VTWIN,PU
JGI3495504F,9027,85452,VT-15-1399,09350249,VTWIN,PU
JGI3495575F,9021,85462,VT-15-1425,09342115,VTWIN,PU
JGI2524499F,3578,85464,VT-15-1432,24041023,VTWIN,PU
JGI1759199F,9040,85472,VT-15-1444,09345084,VTWIN,PU
JGI1759299F,9041,85473,VT-15-1445,09345085,VTWIN,PU
88082,28140,44164,WPS-830-1191,DS189813,WPS,PU
78678,62213,85536,VT-15-1766,VT-15-8678,VTWIN,VTWIN
2396029,59225,96311,VT-10-1121,VT-10-0127,VTWIN,VTWIN
77802,61681,85573,VT-15-7802,VT-15-0525,VTWIN,VTWIN
77838,64456,85582,VT-15-7838,VT-21-0347,VTWIN,VTWIN
78355,67859,85589,VT-15-8355,VT-27-1507,VTWIN,VTWIN
78367,85598,93204,VT-15-8367,VT-38-0513,VTWIN,VTWIN
78368,85599,93206,VT-15-8368,VT-38-0515,VTWIN,VTWIN
78394,85621,91269,VT-15-8394,VT-33-1627,VTWIN,VTWIN
78411,72298,85633,VT-15-8411,VT-33-1630,VTWIN,VTWIN
78464,67684,85665,VT-15-8464,VT-27-0849,VTWIN,VTWIN
78632,85702,90551,VT-15-8632,VT-32-1753,VTWIN,VTWIN
78644,85704,88643,VT-15-8644,VT-26-0011,VTWIN,VTWIN
78663,85713,88987,VT-15-8663,VT-27-0661,VTWIN,VTWIN
JGI6111448,1551,85370,VT-15-1156,DS174517,VTWIN,PU
345,28664,66970,VT-25-3450,17420066,VTWIN,PU
A3149367,3120,85957,VT-17-0081,21100317,VTWIN,PU
A3153065,4427,85961,VT-17-0084,21100237,VTWIN,PU
7087,14890,85971,VT-17-0096,09251060,VTWIN,PU
13162,4590,85975,VT-17-0104,06401203,VTWIN,PU
3561476,85996,85998,VT-17-0129,VT-17-0131,VTWIN,VTWIN
207800,1796,86004,VT-17-0137,DS199428,VTWIN,PU
W14182A,86008,86322,VT-17-0143,VT-17-1167,VTWIN,VTWIN
A3513136,1728,86020,VT-17-0162,DS195162,VTWIN,PU
A3604636,1760,86030,VT-17-0171,DS196173,VTWIN,PU
71380A,64441,64489,VT-21-0455,VT-21-0309,VTWIN,VTWIN
160900,2912,91312,22120107,VT-33-2022,PU,VTWIN
3309654B,86089,86092,VT-17-0312,VT-17-0317,VTWIN,VTWIN
3309654B,1755,86092,VT-17-0317,DS196011,VTWIN,PU
3562579B,86145,86168,VT-17-0527,VT-17-0565,VTWIN,VTWIN
JGI1703383R,24457,85197,VT-15-0845,DS173321,VTWIN,PU
79111B,86201,89433,VT-26-0072,VT-28-3101,VTWIN,VTWIN
A3333579,1697,86212,VT-17-0905,DS194398,VTWIN,PU
A4751358,3378,86216,VT-17-0909,13020250,VTWIN,PU
A3999665,14634,86222,VT-17-0915,11200189,VTWIN,PU
A2555158,3357,86227,VT-17-0921,09250290,VTWIN,PU
A9054,86244,96116,VT-17-0942,VT-8798-12,VTWIN,VTWIN
3570,33716,67514,VT-27-0327,DS3570,VTWIN,PU
206330,12744,86419,VT-17-8236,DS199412,VTWIN,PU
206335,4231,86420,VT-17-8237,DS199427,VTWIN,PU
253050,2032,86425,VT-17-8244,DS199433,VTWIN,PU
299105,1800,86437,VT-17-9105,DS199469,VTWIN,PU
3309654AL,8877,86439,VT-17-9145,DS196012,VTWIN,PU
A3507980,3390,86474,VT-17-9242,DS195163,VTWIN,PU
A3507679,1645,86543,VT-17-9850,DS193149,VTWIN,PU
A3311979B,4406,86547,VT-17-9854,11100044,VTWIN,PU
296220,4118,86549,VT-17-9857,DS199450,VTWIN,PU
296585,2021,86554,VT-17-9862,DS199454,VTWIN,PU
296850,4230,86580,VT-17-9899,DS199422,VTWIN,PU
296591,4209,86609,VT-17-9942,DS199457,VTWIN,PU
296910,12745,86610,VT-17-9943,DS199429,VTWIN,PU
77413,61994,86673,VT-18-0452,VT-15-7413,VTWIN,VTWIN
148427,2688,86692,VT-18-0725,11321830,VTWIN,PU
13614Z,86698,86849,VT-18-0832,VT-18-3753,VTWIN,VTWIN
3023010030,2147,86703,VT-18-1117,DS223766,VTWIN,PU
A3787141,705,86711,VT-18-1127,11320572,VTWIN,PU
JGI3143384,1475,85366,VT-15-1150,DS173471,VTWIN,PU
7081,14832,86752,VT-18-3117,09320092,VTWIN,PU
5139,12141,86787,VT-18-3223,17103635,VTWIN,PU
40130119006,2121,86832,VT-18-3652,DS223745,VTWIN,PU
A3790890,3077,86866,VT-18-8260,11320282,VTWIN,PU
344010,36168,84194,09240390,VT-12-2556,PU,VTWIN
203541,86915,86968,VT-19-0062,VT-19-0496,VTWIN,VTWIN
MCSCT2,38015,71315,VT-32-8041,WPS-275-01101,VTWIN,WPS
DMD4282RV82NRI,86944,86946,VT-19-0360,VT-19-0367,VTWIN,VTWIN
PCC126,1945,86979,VT-20-0120,12040126,VTWIN,PU
D26013929,723,86992,VT-20-0341,12030018,VTWIN,PU
50803,57409,81910,VT-54-0434,WPS-194-50803,VTWIN,WPS
D26013930,728,86997,VT-20-0383,12030019,VTWIN,PU
PCC132,5448,86998,VT-20-0440,12040125,VTWIN,PU
PCC136,1971,86999,VT-20-0441,12040131,VTWIN,PU
D26014232,2680,87000,VT-20-0447,12030016,VTWIN,PU
9017,21813,87001,VT-23-9127,18610407,VTWIN,PU
PCC130,2158,87009,VT-20-0501,12040127,VTWIN,PU
PCC139,2156,87011,VT-20-0579,12040124,VTWIN,PU
BDLSPC137118,731,87020,VT-20-0688,12040085,VTWIN,PU
78530,72311,85674,VT-33-1646,VT-15-8530,VTWIN,VTWIN
TOOLING$750,87048,87049,VT-20-3012,VT-20-3013,VTWIN,VTWIN
BDLSPC1331,2575,87062,VT-20-4019,12040052,VTWIN,PU
BDLSPC1371,13658,87063,VT-20-4020,12040061,VTWIN,PU
PCC1401,1916,87064,VT-20-4021,12040114,VTWIN,PU
50212,5865,87256,VT-21-2043,44020591,VTWIN,PU
201145,24808,63266,DS199407,VT-17-8226,PU,VTWIN
19307,80881,87357,VT-23-0112,VT-50-9307,VTWIN,VTWIN
84515,28755,87408,VT-23-0274,17020123,VTWIN,PU
71502,26219,87464,VT-23-0404,02100332,VTWIN,PU
36965,835,87534,VT-23-0533,17020127,VTWIN,PU
82560,87645,87646,VT-23-0851,VT-23-0852,VTWIN,VTWIN
77820,62037,87678,VT-23-0944,VT-15-7820,VTWIN,VTWIN
B060199AS,7088,87703,VT-23-1000,17103158,VTWIN,PU
B160918P,2545,87735,VT-23-1128,17020345,VTWIN,PU
71092,83777,87864,VT-23-1998,VT-12-0535,VTWIN,VTWIN
B160727,7092,87909,VT-23-2354,17010754,VTWIN,PU
50337,12804,43117,WPS-87-9741,10101606,WPS,PU
B160727MB,2506,87910,VT-23-2355,17010753,VTWIN,PU
B160728,13518,87911,VT-23-2356,17010756,VTWIN,PU
B160729,818,87913,VT-23-2358,17010762,VTWIN,PU
B160730,7094,87915,VT-23-2360,17010758,VTWIN,PU
B160731,2460,87917,VT-23-2362,17010760,VTWIN,PU
JGI12014,1716,84651,VT-14-0604,DS194475,VTWIN,PU
B160733,2153,87923,VT-23-2368,17010780,VTWIN,PU
11860,87930,93197,VT-23-3021,VT-38-0372,VTWIN,VTWIN
826H.HF,12147,87966,VT-23-4560,17220758,VTWIN,PU
854H.LS,12143,87967,VT-23-4563,17211777,VTWIN,PU
B060195ASP,7155,87968,VT-23-6764,17103048,VTWIN,PU
O390301Z,2820,92715,VT-37-1085,24011599,VTWIN,PU
50353,5815,88542,VT-25-0353,06360573,VTWIN,PU
A2626280,4503,84277,VT-13-0112,DS194222,VTWIN,PU
73151,72175,94637,VT-46-0149,VT-33-1414,VTWIN,VTWIN
20324,2229,88614,VT-25-3264,DS190138,VTWIN,PU
H070591MB,30295,88709,VT-26-0940,06100791,VTWIN,PU
H070591NMB,30139,88719,VT-26-0965,06102309,VTWIN,PU
H070592NMB,30248,88721,VT-26-0967,06102313,VTWIN,PU
77840,85717,88935,VT-27-0386,VT-15-8740,VTWIN,VTWIN
105051,2583,88962,VT-27-0534,12020010,VTWIN,PU
77496C,13514,89039,VT-27-1010,16210726,VTWIN,PU
G150936,2470,89279,VT-28-0234,11200079,VTWIN,PU
20029,25810,89298,VT-28-0412,04110085,VTWIN,PU
1700341,12301,89317,VT-28-0502,10220186,VTWIN,PU
79112,34145,89435,VT-28-3105,08010299,VTWIN,PU
5534,14867,62643,VT-16-1669,10103156,VTWIN,PU
77244,89517,89729,VT-30-0356,VT-31-0319,VTWIN,VTWIN
14280,43780,89530,VT-30-0491,WPS-865-01007,VTWIN,WPS
510164,13581,95322,VT-50-0146,14010325,VTWIN,PU
C160114,370,89755,VT-31-0443,09330053,VTWIN,PU
NTBWJ08,34245,71157,21200837,VT-32-6688,PU,VTWIN
S280056,776,89832,VT-31-0943,15050004,VTWIN,PU
8819,56747,68624,WPS-874-1248,VT-30-0009,WPS,VTWIN
13407,4321,73071,VT-34-0510,06400494,VTWIN,PU
NU3408,12586,91486,DS289501,VT-34-0901,PU,VTWIN
A3157673,2051,90090,VT-32-0059,21100452,VTWIN,PU
A3157573,1318,90168,VT-32-0307,DS194144,VTWIN,PU
77503,9489,78829,16010415,VT-47-0062,PU,VTWIN
71074A,90210,90874,VT-32-0402,VT-32-8931,VTWIN,VTWIN
102033,29052,90255,VT-32-0512,21020221,VTWIN,PU
BA080010,15300,54441,22100660,WPS-27-57012,PU,WPS
62136,34997,90297,VT-32-0603,07050043,VTWIN,PU
JGI1677663XF,452,61886,09343142,VT-15-1441,PU,VTWIN
NNSEB01,4849,75321,11050275,VT-37-1076,PU,VTWIN
1213,356,73701,09261171,VT-34-2113,PU,VTWIN
H1001C,58509,90364,VT-32-0784,WPS-820-60113,VTWIN,WPS
F510645R,58401,95535,VT-50-1160,WPS-820-0402,VTWIN,WPS
18450,71379,90409,VT-32-0968,VT-32-8450,VTWIN,VTWIN
7471108C,1190,90415,VT-32-0984,21120821,VTWIN,PU
DC67,36927,90436,VT-32-1066,WPS-133-1084,VTWIN,WPS
DC67,2044,90436,VT-32-1066,21020246,VTWIN,PU
1013010014,2064,92197,06521297,VT-36-2496,PU,VTWIN
A3312693,3415,90951,21100232,VT-32-9280,PU,VTWIN
PH125HD09B,90470,90757,VT-32-1308,VT-32-7525,VTWIN,VTWIN
E210219,13669,90505,VT-32-1517,21060549,VTWIN,PU
74700031C,7544,90542,VT-32-1710,21121317,VTWIN,PU
29900038,1200,90577,VT-32-1823,21121314,VTWIN,PU
060147,31937,58239,18611638,WPS-70-6147,PU,WPS
1141,68176,90658,VT-32-5141,VT-28-0420,VTWIN,VTWIN
86266,50629,91971,WPS-820-51510,VT-35-9169,WPS,VTWIN
23961413,3495,96682,VT-10-8356,DS194004,VTWIN,PU
K2803,16070,61105,VT-11-9984,09031677,VTWIN,PU
20100,76354,93470,VT-39-0955,VT-38-2010,VTWIN,VTWIN
JGI6054036,9125,85222,DS174344,VT-15-0905,PU,VTWIN
JGI6352592,1561,93688,DS174524,VT-40-9835,PU,VTWIN
7000179,90781,90782,VT-32-7579,VT-32-7580,VTWIN,VTWIN
18300BN,29318,90805,VT-32-7760,21100225,VTWIN,PU
H070588B,41656,67269,WPS-820-1520B,VT-26-0980,WPS,VTWIN
MCVOS1,57611,90905,VT-32-9080,WPS-275-01150,VTWIN,WPS
A2491248A,607,84122,VT-12-1514,10120104,VTWIN,PU
A4360882,14644,94529,DS195406,VT-44-2025,PU,VTWIN
A4329482,14652,94535,DS195410,VT-44-2031,PU,VTWIN
A3312690,3414,90937,VT-32-9229,21100231,VTWIN,PU
NHCXJ04,34347,71146,21200367,VT-32-6676,PU,VTWIN
9040CRK,34996,73928,07050032,VT-35-0040,PU,VTWIN
B160729MB,816,87914,VT-23-2359,17010761,VTWIN,PU
1927,62353,95665,VT-50-1927,VT-16-0499,VTWIN,VTWIN
H6024,72473,91106,VT-33-0123,VT-33-2009,VTWIN,VTWIN
76989,34124,67582,08030485,VT-27-0599,PU,VTWIN
78044,7220,19062,08200024,11070550,PU,PU
120011,36797,91131,VT-33-0300,WPS-12-0011,VTWIN,WPS
120011,12925,91131,VT-33-0300,04030175,VTWIN,PU
120011,12925,36797,WPS-12-0011,04030175,WPS,PU
H070749MB,30303,67359,06101871,VT-26-2217,PU,VTWIN
1705505MLS,3503,39810,WPS-681-4001,09341600,WPS,PU
63381,93244,93252,VT-38-0951,VT-38-0853,VTWIN,VTWIN
200334E,91338,91344,VT-33-2141,VT-33-2159,VTWIN,VTWIN
C770079,7163,80853,VT-50-2076,15100158,VTWIN,PU
C8043,31067,88255,DS190692,VT-24-0602,PU,VTWIN
260406,2482,94020,VT-43-0129,11070282,VTWIN,PU
NU3415,4112,91488,VT-34-0903,DS289503,VTWIN,PU
121002,16607,93280,VT-40-0042,04040644,VTWIN,PU
NU3425,1914,91502,VT-34-0976,DS289511,VTWIN,PU
